time,current,voltage,dep_status
1663885068804194907,0.0,0.10999999940395355,N/A
1663885068816884893,0.0,0.10999999940395355,N/A
1663885068857731336,0.0,0.10999999940395355,N/A
1663885068866531346,0.0,0.10999999940395355,N/A
1663885068891646122,0.0,0.10999999940395355,N/A
1663885068893506813,0.0,0.10999999940395355,N/A
1663885068917227661,0.0,0.10999999940395355,N/A
1663885068932596878,0.0,0.10999999940395355,N/A
1663885068967219642,0.0,0.10999999940395355,N/A
1663885069017772384,0.0,0.10999999940395355,N/A
1663885069020066127,0.0,0.10999999940395355,N/A
1663885069047132425,0.0,0.10999999940395355,N/A
1663885069067655578,0.0,0.10999999940395355,N/A
1663885069117608353,0.0,0.10999999940395355,N/A
1663885069167895383,0.0,0.10999999940395355,N/A
1663885069209259714,0.0,0.10999999940395355,N/A
1663885069218554785,0.0,0.10999999940395355,N/A
1663885069268754293,0.0,0.10999999940395355,N/A
1663885069318865850,0.0,0.10999999940395355,N/A
1663885069368565886,0.0,0.10999999940395355,N/A
1663885069399392956,0.0,0.10999999940395355,N/A
1663885069419580719,0.0,0.10999999940395355,N/A
1663885069441173444,0.0,0.10999999940395355,N/A
1663885069454907295,0.0,0.10999999940395355,N/A
1663885069469408013,0.0,0.10999999940395355,N/A
1663885069478425721,0.0,0.20000000298023224,N/A
1663885069512414413,0.0,0.20000000298023224,N/A
1663885069519955812,0.0,0.20000000298023224,N/A
1663885069548681232,0.0,0.20000000298023224,N/A
1663885069551538912,0.0,0.20000000298023224,N/A
1663885069569314858,0.0,0.20000000298023224,N/A
1663885069581780114,0.0,0.20000000298023224,N/A
1663885069620452052,0.0,0.20000000298023224,N/A
1663885069669680782,0.0,0.23000000417232513,N/A
1663885069720642494,0.0,0.23000000417232513,N/A
1663885069770186368,0.0,0.23000000417232513,N/A
1663885069808884064,0.0,0.23000000417232513,N/A
1663885069821117145,0.0,0.23000000417232513,N/A
1663885069862026374,0.0,0.23000000417232513,N/A
1663885069870877922,0.0,0.23000000417232513,N/A
1663885069895541994,0.0,0.23000000417232513,N/A
1663885069897316470,0.0,0.23000000417232513,N/A
1663885069921062513,0.0,0.23000000417232513,N/A
1663885069937357322,0.0,0.23000000417232513,N/A
