time,current,voltage,dep_status,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,75,11.82999992,N/A,,,,
1.65187E+18,66.09999847,11.82999992,N/A,,,,
1.65187E+18,66.09999847,11.82999992,N/A,,,,
1.65187E+18,66.09999847,11.82999992,N/A,,,,
1.65187E+18,66.09999847,13.85999966,N/A,,,,
1.65187E+18,66.09999847,13.85999966,N/A,,,,
1.65187E+18,66.09999847,13.85999966,N/A,,,,
1.65187E+18,66.09999847,13.85999966,N/A,,,,
1.65187E+18,66.09999847,13.85999966,N/A,,,,
1.65187E+18,66.09999847,13.85999966,N/A,,,,
1.65187E+18,66.09999847,16.22999954,N/A,,,,
1.65187E+18,66.09999847,16.22999954,N/A,,,,
1.65187E+18,66.09999847,16.22999954,N/A,,,,
1.65187E+18,66.09999847,16.22999954,N/A,,,,
1.65187E+18,66.09999847,16.22999954,N/A,,,,
1.65187E+18,66.09999847,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,16.22999954,N/A,,,,
1.65187E+18,67.40000153,17.51000023,N/A,,,,
1.65187E+18,67.40000153,17.51000023,N/A,,,,
1.65187E+18,67.40000153,17.51000023,N/A,,,,
1.65187E+18,67.40000153,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,65.30000305,17.51000023,N/A,,,,
1.65187E+18,62.90000153,17.51000023,N/A,,,,
1.65187E+18,62.90000153,17.51000023,N/A,,,,
1.65187E+18,62.90000153,17.51000023,N/A,,,,
1.65187E+18,62.90000153,16.21999931,N/A,,,,
1.65187E+18,62.90000153,16.21999931,N/A,,,,
1.65187E+18,62.90000153,16.21999931,N/A,,,,
1.65187E+18,62.90000153,16.21999931,N/A,,,,
1.65187E+18,62.90000153,16.21999931,N/A,,,,
1.65187E+18,62.90000153,16.21999931,N/A,,,,
1.65187E+18,62.90000153,16.21999931,N/A,,,,
1.65187E+18,74.19999695,16.21999931,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,15.03999996,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
1.65187E+18,74.19999695,17.40999985,N/A,,,,
