rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,- joint_1,- joint_2,- joint_3,position,velocity,effort
1666985301185212971,,186968,,1666985301,177676916,'',,"[0.05, -0.0521, 0.1306]",[],[]
1666985301207783747,,186969,,1666985301,206757545,'',,"[0.05, -0.0521, 0.1303]",[],[]
1666985301238111126,,186970,,1666985301,235334873,'',,"[0.05, -0.0522, 0.13]",[],[]
1666985301265283371,,186971,,1666985301,264088630,'',,"[0.05, -0.0522, 0.1297]",[],[]
1666985301293105917,,186972,,1666985301,292229413,'',,"[0.05, -0.0522, 0.1294]",[],[]
1666985301325682025,,186973,,1666985301,321201086,'',,"[0.05, -0.0522, 0.1292]",[],[]
1666985301356598164,,186974,,1666985301,354877948,'',,"[0.05, -0.0522, 0.1288]",[],[]
1666985301384058070,,186975,,1666985301,382480859,'',,"[0.05, -0.0522, 0.1285]",[],[]
1666985301415362946,,186976,,1666985301,411609888,'',,"[0.05, -0.0522, 0.1283]",[],[]
1666985301445886164,,186977,,1666985301,441657543,'',,"[0.0499, -0.0522, 0.128]",[],[]
1666985301474535641,,186978,,1666985301,470034599,'',,"[0.0499, -0.0522, 0.1277]",[],[]
1666985301500925926,,186979,,1666985301,499223232,'',,"[0.0499, -0.0522, 0.1274]",[],[]
1666985301529765234,,186980,,1666985301,526575088,'',,"[0.0499, -0.0522, 0.1271]",[],[]
1666985301559943781,,186981,,1666985301,555806159,'',,"[0.0499, -0.0522, 0.1268]",[],[]
1666985301588538914,,186982,,1666985301,587373733,'',,"[0.0499, -0.0522, 0.1265]",[],[]
1666985301618402739,,186983,,1666985301,616773605,'',,"[0.0499, -0.0522, 0.1262]",[],[]
1666985301646316634,,186984,,1666985301,644763708,'',,"[0.0499, -0.0522, 0.1259]",[],[]
1666985301674515785,,186985,,1666985301,673219919,'',,"[0.0499, -0.0522, 0.1256]",[],[]
1666985301705710860,,186986,,1666985301,701909542,'',,"[0.0499, -0.0522, 0.1254]",[],[]
