time,robot_x_axis,robot_y_axis,robot_z_axis
1661975093767814397,0.0863,-0.0526,0.0338
1661975093796477556,0.0863,-0.0526,0.0335
1661975093825150728,0.0863,-0.0526,0.0332
1661975093853902816,0.0863,-0.0526,0.0329
1661975093882892608,0.0863,-0.0526,0.0326
1661975093911187171,0.0863,-0.0527,0.0323
1661975093939739227,0.0863,-0.0527,0.0321
1661975093968710899,0.0863,-0.0527,0.0318
1661975093997221946,0.0863,-0.0527,0.0315
1661975094025752305,0.0863,-0.0527,0.0312
1661975094054576158,0.0863,-0.0527,0.0309
1661975094083294153,0.0863,-0.0527,0.0306
1661975094111800909,0.0863,-0.0527,0.0303
1661975094140564680,0.0863,-0.0527,0.0301
1661975094169235944,0.0863,-0.0527,0.0298
1661975094197803497,0.0863,-0.0527,0.0295
1661975094226548671,0.0863,-0.0528,0.0292
1661975094255434751,0.0863,-0.0528,0.0289
1661975094283962726,0.0863,-0.0528,0.0286
1661975094312506914,0.0863,-0.0528,0.0283
1661975094341228008,0.0863,-0.0528,0.028
1661975094369947195,0.0863,-0.0528,0.0277
1661975094398543357,0.0863,-0.0528,0.0273
1661975094427462577,0.0863,-0.0528,0.027
1661975094456068754,0.0863,-0.0528,0.0266
1661975094484688043,0.0863,-0.0528,0.0262
1661975094513288497,0.0863,-0.0528,0.0259
1661975094541956424,0.0863,-0.0528,0.0255
1661975094570508003,0.0863,-0.0528,0.0251
1661975094599273920,0.0863,-0.0528,0.0248
1661975094628182172,0.0863,-0.0528,0.0244
1661975094656756877,0.0863,-0.0528,0.024
1661975094685372352,0.0863,-0.0528,0.0237
1661975094713956117,0.0863,-0.0528,0.0233
1661975094743287563,0.0863,-0.0528,0.023
1661975094771437883,0.0863,-0.0528,0.0226
1661975094800061702,0.0863,-0.0528,0.0222
1661975094828696727,0.0863,-0.0528,0.0219
1661975094857387781,0.0863,-0.0528,0.0215
1661975094886121034,0.0863,-0.0528,0.0211
1661975094914731502,0.0863,-0.0528,0.0208
1661975094943391084,0.0863,-0.0528,0.0204
1661975094972100019,0.0863,-0.0528,0.02
1661975095001098632,0.0863,-0.0528,0.0197
1661975095029513835,0.0863,-0.0528,0.0193
