time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2022/10/21/16:49:11.433039,401789,1666392551,431884527,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.057, 0.1441)",(),()
2022/10/21/16:49:11.464811,401790,1666392551,460890531,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.057, 0.1438)",(),()
2022/10/21/16:49:11.491245,401791,1666392551,489785671,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.057, 0.1435)",(),()
2022/10/21/16:49:11.518611,401792,1666392551,517820358,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1432)",(),()
2022/10/21/16:49:11.547458,401793,1666392551,546486377,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1429)",(),()
2022/10/21/16:49:11.575979,401794,1666392551,574992418,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1426)",(),()
2022/10/21/16:49:11.604995,401795,1666392551,603797435,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1423)",(),()
2022/10/21/16:49:11.633585,401796,1666392551,632514715,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1421)",(),()
2022/10/21/16:49:11.662384,401797,1666392551,661624908,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1418)",(),()
2022/10/21/16:49:11.690783,401798,1666392551,689894914,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1415)",(),()
2022/10/21/16:49:11.719594,401799,1666392551,718467473,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1412)",(),()
2022/10/21/16:49:11.748050,401800,1666392551,747130632,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1409)",(),()
2022/10/21/16:49:11.776601,401801,1666392551,775778532,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1406)",(),()
2022/10/21/16:49:11.805066,401802,1666392551,804487943,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1403)",(),()
2022/10/21/16:49:11.834549,401803,1666392551,833180427,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1401)",(),()
2022/10/21/16:49:11.862893,401804,1666392551,861792802,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1398)",(),()
2022/10/21/16:49:11.891486,401805,1666392551,890514135,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1395)",(),()
2022/10/21/16:49:11.920564,401806,1666392551,919491052,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1392)",(),()
2022/10/21/16:49:11.950041,401807,1666392551,947924375,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1389)",(),()
2022/10/21/16:49:11.978426,401808,1666392551,976505756,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1386)",(),()
2022/10/21/16:49:12.006752,401809,1666392552,5215644,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1383)",(),()
2022/10/21/16:49:12.034891,401810,1666392552,33789396,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1381)",(),()
2022/10/21/16:49:12.064288,401811,1666392552,62509298,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1378)",(),()
2022/10/21/16:49:12.092242,401812,1666392552,91357231,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1375)",(),()
2022/10/21/16:49:12.120628,401813,1666392552,119863271,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1372)",(),()
2022/10/21/16:49:12.149789,401814,1666392552,148517608,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1369)",(),()
2022/10/21/16:49:12.178661,401815,1666392552,177276372,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1366)",(),()
2022/10/21/16:49:12.207927,401816,1666392552,206098794,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1363)",(),()
2022/10/21/16:49:12.235528,401817,1666392552,234598398,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.136)",(),()
2022/10/21/16:49:12.264901,401818,1666392552,263197898,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1358)",(),()
2022/10/21/16:49:12.293001,401819,1666392552,291911840,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1355)",(),()
2022/10/21/16:49:12.321538,401820,1666392552,320568799,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1352)",(),()
2022/10/21/16:49:12.350272,401821,1666392552,349326848,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1349)",(),()
2022/10/21/16:49:12.378930,401822,1666392552,377965450,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1346)",(),()
2022/10/21/16:49:12.408123,401823,1666392552,406674861,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1343)",(),()
2022/10/21/16:49:12.436124,401824,1666392552,435320138,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.134)",(),()
2022/10/21/16:49:12.464854,401825,1666392552,464148044,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1338)",(),()
2022/10/21/16:49:12.493941,401826,1666392552,492873430,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1335)",(),()
2022/10/21/16:49:12.522933,401827,1666392552,521778583,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1332)",(),()
2022/10/21/16:49:12.552879,401828,1666392552,550283432,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1329)",(),()
2022/10/21/16:49:12.581263,401829,1666392552,579488515,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1326)",(),()
2022/10/21/16:49:12.608510,401830,1666392552,607604503,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1323)",(),()
2022/10/21/16:49:12.637056,401831,1666392552,636183023,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.132)",(),()
2022/10/21/16:49:12.667533,401832,1666392552,664905071,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1318)",(),()
2022/10/21/16:49:12.694979,401833,1666392552,693994045,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1315)",(),()
2022/10/21/16:49:12.722947,401834,1666392552,722118854,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1312)",(),()
2022/10/21/16:49:12.752026,401835,1666392552,750803709,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1309)",(),()
2022/10/21/16:49:12.780330,401836,1666392552,779607295,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1306)",(),()
2022/10/21/16:49:12.809135,401837,1666392552,808141231,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0571, 0.1303)",(),()
2022/10/21/16:49:12.837766,401838,1666392552,836757659,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.13)",(),()
2022/10/21/16:49:12.866421,401839,1666392552,865386247,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1297)",(),()
2022/10/21/16:49:12.895218,401840,1666392552,894037246,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1295)",(),()
2022/10/21/16:49:12.923434,401841,1666392552,922775983,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1292)",(),()
2022/10/21/16:49:12.952369,401842,1666392552,951421976,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1289)",(),()
2022/10/21/16:49:12.981126,401843,1666392552,980018377,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1286)",(),()
2022/10/21/16:49:13.010101,401844,1666392553,8713722,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1283)",(),()
2022/10/21/16:49:13.040900,401845,1666392553,37852048,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.128)",(),()
2022/10/21/16:49:13.069242,401846,1666392553,67433118,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1277)",(),()
2022/10/21/16:49:13.095836,401847,1666392553,95063447,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1274)",(),()
2022/10/21/16:49:13.124548,401848,1666392553,123571395,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1272)",(),()
2022/10/21/16:49:13.154077,401849,1666392553,152162313,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1269)",(),()
2022/10/21/16:49:13.182246,401850,1666392553,180810451,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1266)",(),()
2022/10/21/16:49:13.210481,401851,1666392553,209477186,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1263)",(),()
2022/10/21/16:49:13.239400,401852,1666392553,238178253,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.126)",(),()
2022/10/21/16:49:13.268573,401853,1666392553,266885042,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1257)",(),()
2022/10/21/16:49:13.297024,401854,1666392553,295617818,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1255)",(),()
2022/10/21/16:49:13.325293,401855,1666392553,324232339,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1252)",(),()
2022/10/21/16:49:13.353810,401856,1666392553,352928400,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1249)",(),()
2022/10/21/16:49:13.383865,401857,1666392553,382560729,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1246)",(),()
2022/10/21/16:49:13.414707,401858,1666392553,411508321,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1243)",(),()
2022/10/21/16:49:13.441374,401859,1666392553,440032005,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.124)",(),()
2022/10/21/16:49:13.468921,401860,1666392553,467733860,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1237)",(),()
2022/10/21/16:49:13.497462,401861,1666392553,496171951,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1234)",(),()
2022/10/21/16:49:13.526283,401862,1666392553,525063276,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1232)",(),()
2022/10/21/16:49:13.554930,401863,1666392553,553727388,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1229)",(),()
2022/10/21/16:49:13.583301,401864,1666392553,582277774,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1226)",(),()
2022/10/21/16:49:13.612032,401865,1666392553,610983133,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1223)",(),()
2022/10/21/16:49:13.640870,401866,1666392553,639919519,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.122)",(),()
2022/10/21/16:49:13.669384,401867,1666392553,668342828,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1217)",(),()
2022/10/21/16:49:13.697593,401868,1666392553,697005271,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1214)",(),()
2022/10/21/16:49:13.726496,401869,1666392553,725672483,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1212)",(),()
2022/10/21/16:49:13.755436,401870,1666392553,754384994,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1209)",(),()
2022/10/21/16:49:13.784495,401871,1666392553,783026695,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1206)",(),()
2022/10/21/16:49:13.812948,401872,1666392553,811646461,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1203)",(),()
2022/10/21/16:49:13.843652,401873,1666392553,840810298,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.12)",(),()
2022/10/21/16:49:13.871026,401874,1666392553,869657039,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1197)",(),()
2022/10/21/16:49:13.898979,401875,1666392553,897750616,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1194)",(),()
2022/10/21/16:49:13.927677,401876,1666392553,926394224,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1192)",(),()
2022/10/21/16:49:13.955600,401877,1666392553,954982757,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1189)",(),()
2022/10/21/16:49:13.984692,401878,1666392553,983816385,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1186)",(),()
2022/10/21/16:49:14.013334,401879,1666392554,12521743,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1183)",(),()
2022/10/21/16:49:14.042104,401880,1666392554,41137456,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.118)",(),()
2022/10/21/16:49:14.070906,401881,1666392554,69753408,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1177)",(),()
2022/10/21/16:49:14.100321,401882,1666392554,98416805,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1174)",(),()
2022/10/21/16:49:14.129301,401883,1666392554,127291679,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0572, 0.1172)",(),()
2022/10/21/16:49:14.157226,401884,1666392554,155775308,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1169)",(),()
2022/10/21/16:49:14.185294,401885,1666392554,184553146,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1166)",(),()
2022/10/21/16:49:14.214561,401886,1666392554,213457584,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1163)",(),()
2022/10/21/16:49:14.243946,401887,1666392554,242473363,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.116)",(),()
2022/10/21/16:49:14.271591,401888,1666392554,270658731,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1157)",(),()
2022/10/21/16:49:14.300591,401889,1666392554,299201250,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1154)",(),()
2022/10/21/16:49:14.329442,401890,1666392554,327820777,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1151)",(),()
2022/10/21/16:49:14.357282,401891,1666392554,356487751,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1149)",(),()
2022/10/21/16:49:14.386057,401892,1666392554,385136842,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1146)",(),()
2022/10/21/16:49:14.418007,401893,1666392554,415650367,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1143)",(),()
2022/10/21/16:49:14.443839,401894,1666392554,443176984,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.114)",(),()
2022/10/21/16:49:14.472850,401895,1666392554,471277475,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1137)",(),()
2022/10/21/16:49:14.500680,401896,1666392554,499807596,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1134)",(),()
2022/10/21/16:49:14.530185,401897,1666392554,528623580,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1131)",(),()
2022/10/21/16:49:14.558544,401898,1666392554,557352304,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1129)",(),()
2022/10/21/16:49:14.587087,401899,1666392554,586069583,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1126)",(),()
2022/10/21/16:49:14.615779,401900,1666392554,614691257,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1123)",(),()
2022/10/21/16:49:14.644466,401901,1666392554,643231391,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.112)",(),()
2022/10/21/16:49:14.674939,401902,1666392554,672655820,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1117)",(),()
2022/10/21/16:49:14.702140,401903,1666392554,700897932,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1114)",(),()
2022/10/21/16:49:14.730757,401904,1666392554,729642391,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1111)",(),()
2022/10/21/16:49:14.759594,401905,1666392554,758110046,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1109)",(),()
2022/10/21/16:49:14.787966,401906,1666392554,787058353,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1106)",(),()
2022/10/21/16:49:14.816857,401907,1666392554,815476179,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1103)",(),()
2022/10/21/16:49:14.846070,401908,1666392554,844293832,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.11)",(),()
2022/10/21/16:49:14.873998,401909,1666392554,872896194,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1097)",(),()
2022/10/21/16:49:14.903157,401910,1666392554,901417255,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1094)",(),()
2022/10/21/16:49:14.931801,401911,1666392554,930083036,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1091)",(),()
2022/10/21/16:49:14.961463,401912,1666392554,958730936,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1088)",(),()
2022/10/21/16:49:14.988233,401913,1666392554,987350940,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1086)",(),()
2022/10/21/16:49:15.017408,401914,1666392555,16106605,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1083)",(),()
2022/10/21/16:49:15.046317,401915,1666392555,44917821,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.108)",(),()
2022/10/21/16:49:15.074692,401916,1666392555,73609113,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1077)",(),()
2022/10/21/16:49:15.103892,401917,1666392555,102840423,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1074)",(),()
2022/10/21/16:49:15.131758,401918,1666392555,130988597,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1071)",(),()
2022/10/21/16:49:15.160421,401919,1666392555,159471511,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1068)",(),()
2022/10/21/16:49:15.189774,401920,1666392555,188279390,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1066)",(),()
2022/10/21/16:49:15.218915,401921,1666392555,216918706,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1063)",(),()
2022/10/21/16:49:15.247205,401922,1666392555,245707273,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.106)",(),()
2022/10/21/16:49:15.276014,401923,1666392555,274318218,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1057)",(),()
2022/10/21/16:49:15.304217,401924,1666392555,302872419,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1054)",(),()
2022/10/21/16:49:15.332790,401925,1666392555,331676483,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1051)",(),()
2022/10/21/16:49:15.361881,401926,1666392555,360568523,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1048)",(),()
2022/10/21/16:49:15.389883,401927,1666392555,388886690,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1046)",(),()
2022/10/21/16:49:15.418759,401928,1666392555,417581558,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0573, 0.1043)",(),()
2022/10/21/16:49:15.447973,401929,1666392555,446195125,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.104)",(),()
2022/10/21/16:49:15.475938,401930,1666392555,474890470,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1037)",(),()
2022/10/21/16:49:15.505128,401931,1666392555,503808975,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1034)",(),()
2022/10/21/16:49:15.533343,401932,1666392555,532342195,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1031)",(),()
2022/10/21/16:49:15.562010,401933,1666392555,560883045,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1028)",(),()
2022/10/21/16:49:15.591289,401934,1666392555,589612245,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1025)",(),()
2022/10/21/16:49:15.619361,401935,1666392555,618252277,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1023)",(),()
2022/10/21/16:49:15.651302,401936,1666392555,648602962,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.102)",(),()
2022/10/21/16:49:15.678031,401937,1666392555,677240610,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1017)",(),()
2022/10/21/16:49:15.705381,401938,1666392555,704619407,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1014)",(),()
2022/10/21/16:49:15.733891,401939,1666392555,733035326,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1011)",(),()
2022/10/21/16:49:15.767781,401940,1666392555,762003660,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1008)",(),()
2022/10/21/16:49:15.792103,401941,1666392555,791309833,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1005)",(),()
2022/10/21/16:49:15.820204,401942,1666392555,819180250,,"['joint_1', 'joint_2', 'joint_3']","(0.052, -0.0574, 0.1003)",(),()
2022/10/21/16:49:15.848578,401943,1666392555,847709894,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.1)",(),()
2022/10/21/16:49:15.877379,401944,1666392555,876241207,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0997)",(),()
2022/10/21/16:49:15.907339,401945,1666392555,904969215,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0994)",(),()
2022/10/21/16:49:15.935215,401946,1666392555,933871507,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0991)",(),()
2022/10/21/16:49:15.963848,401947,1666392555,962948799,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0988)",(),()
2022/10/21/16:49:15.992109,401948,1666392555,991060972,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0985)",(),()
2022/10/21/16:49:16.020341,401949,1666392556,19593954,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0983)",(),()
2022/10/21/16:49:16.049864,401950,1666392556,48248052,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.098)",(),()
2022/10/21/16:49:16.078265,401951,1666392556,77082872,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0977)",(),()
2022/10/21/16:49:16.107150,401952,1666392556,105753183,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0974)",(),()
2022/10/21/16:49:16.135674,401953,1666392556,134305477,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0971)",(),()
2022/10/21/16:49:16.163967,401954,1666392556,162945985,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0968)",(),()
2022/10/21/16:49:16.193366,401955,1666392556,191647529,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0965)",(),()
2022/10/21/16:49:16.220989,401956,1666392556,220399618,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0963)",(),()
2022/10/21/16:49:16.250939,401957,1666392556,249086141,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.096)",(),()
2022/10/21/16:49:16.278960,401958,1666392556,277693271,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0957)",(),()
2022/10/21/16:49:16.308022,401959,1666392556,306339502,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0954)",(),()
2022/10/21/16:49:16.336724,401960,1666392556,335123300,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0951)",(),()
2022/10/21/16:49:16.364681,401961,1666392556,363657236,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0948)",(),()
2022/10/21/16:49:16.394552,401962,1666392556,392698049,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0945)",(),()
2022/10/21/16:49:16.422833,401963,1666392556,421752929,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0942)",(),()
2022/10/21/16:49:16.450858,401964,1666392556,449807405,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.094)",(),()
2022/10/21/16:49:16.479602,401965,1666392556,478543758,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0937)",(),()
2022/10/21/16:49:16.508354,401966,1666392556,507438421,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0934)",(),()
2022/10/21/16:49:16.536858,401967,1666392556,535806894,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0931)",(),()
2022/10/21/16:49:16.565685,401968,1666392556,564400434,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0928)",(),()
2022/10/21/16:49:16.593966,401969,1666392556,593127965,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0925)",(),()
2022/10/21/16:49:16.623644,401970,1666392556,621858596,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0922)",(),()
2022/10/21/16:49:16.651181,401971,1666392556,650488138,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.092)",(),()
2022/10/21/16:49:16.680166,401972,1666392556,679112911,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0917)",(),()
2022/10/21/16:49:16.709297,401973,1666392556,707935571,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0914)",(),()
2022/10/21/16:49:16.737582,401974,1666392556,736562967,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0911)",(),()
2022/10/21/16:49:16.767362,401975,1666392556,765442132,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0574, 0.0908)",(),()
2022/10/21/16:49:16.796399,401976,1666392556,794472217,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0575, 0.0905)",(),()
2022/10/21/16:49:16.824292,401977,1666392556,823004722,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0575, 0.0902)",(),()
2022/10/21/16:49:16.852472,401978,1666392556,851288795,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0575, 0.09)",(),()
