time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.voltage,.current,.wfs
2022/10/25/13:50:32.697858,228,1666727432,697539091,,20.100000381469727,94.5,3.299999952316284
2022/10/25/13:50:32.748176,229,1666727432,747884750,,20.100000381469727,94.5,3.299999952316284
2022/10/25/13:50:32.798361,230,1666727432,798065662,,20.100000381469727,94.5,7.699999809265137
2022/10/25/13:50:32.848981,231,1666727432,848527431,,20.100000381469727,94.5,7.699999809265137
2022/10/25/13:50:32.898808,232,1666727432,898446321,,19.299999237060547,95.5,7.699999809265137
2022/10/25/13:50:32.949770,233,1666727432,949467182,,19.299999237060547,95.5,7.699999809265137
2022/10/25/13:50:32.999456,234,1666727432,999150991,,19.299999237060547,95.5,3.299999952316284
2022/10/25/13:50:33.013443,235,1666727433,13137102,,19.299999237060547,95.5,7.699999809265137
2022/10/25/13:50:33.049878,236,1666727433,49494504,,19.299999237060547,95.5,7.699999809265137
2022/10/25/13:50:33.054860,237,1666727433,54573774,,19.299999237060547,95.5,7.699999809265137
2022/10/25/13:50:33.057061,238,1666727433,56812047,,19.299999237060547,95.5,7.699999809265137
2022/10/25/13:50:33.063864,239,1666727433,63505411,,19.299999237060547,95.5,7.699999809265137
2022/10/25/13:50:33.077006,240,1666727433,76745033,,19.299999237060547,95.5,7.699999809265137
2022/10/25/13:50:33.100079,241,1666727433,99785804,,19.299999237060547,95.5,7.699999809265137
2022/10/25/13:50:33.149851,242,1666727433,149539232,,20.729999542236328,95.5,7.699999809265137
2022/10/25/13:50:33.200149,243,1666727433,199885845,,20.729999542236328,91.9000015258789,7.699999809265137
2022/10/25/13:50:33.250760,244,1666727433,250481605,,20.729999542236328,91.9000015258789,3.299999952316284
2022/10/25/13:50:33.300922,245,1666727433,300562620,,20.729999542236328,91.9000015258789,7.699999809265137
2022/10/25/13:50:33.351158,246,1666727433,350771665,,20.729999542236328,91.9000015258789,3.299999952316284
