time,current,voltage,dep_status
1661977519954265982,0.0,1.350000023841858,N/A
1661977519988352427,0.0,1.350000023841858,N/A
1661977520019144088,0.0,1.350000023841858,N/A
1661977520038095855,0.0,1.350000023841858,N/A
1661977520088558953,0.0,1.350000023841858,N/A
1661977520130505594,0.0,1.350000023841858,N/A
1661977520138488162,0.0,1.350000023841858,N/A
1661977520166887509,0.0,1.350000023841858,N/A
1661977520168847321,0.0,1.350000023841858,N/A
1661977520188646549,0.0,1.350000023841858,N/A
1661977520238764328,0.0,1.350000023841858,N/A
1661977520287603473,0.0,1.350000023841858,N/A
1661977520289699719,0.0,1.350000023841858,N/A
1661977520313670550,0.0,1.350000023841858,N/A
1661977520320747520,0.0,1.350000023841858,N/A
1661977520331477264,0.0,1.350000023841858,N/A
1661977520340164588,0.0,1.350000023841858,N/A
1661977520389879022,0.0,1.350000023841858,N/A
1661977520440066120,0.0,1.350000023841858,N/A
1661977520490070622,0.0,1.350000023841858,N/A
1661977520540089060,0.0,1.3600000143051147,N/A
1661977520590783490,0.0,1.3600000143051147,N/A
1661977520640499733,0.0,1.3600000143051147,N/A
1661977520659676322,0.0,1.3600000143051147,N/A
1661977520690845998,0.0,1.3600000143051147,N/A
1661977520715916055,0.0,1.3600000143051147,N/A
1661977520741109921,0.0,1.3799999952316284,N/A
1661977520751209879,0.0,1.3799999952316284,N/A
1661977520791062628,0.0,1.3799999952316284,N/A
1661977520842070352,0.0,1.3799999952316284,N/A
1661977520865723476,0.0,1.3799999952316284,N/A
1661977520891504937,0.0,1.3799999952316284,N/A
1661977520904499673,0.0,1.3799999952316284,N/A
1661977520941824233,0.0,1.3799999952316284,N/A
1661977520948157079,0.0,1.3799999952316284,N/A
1661977520955966849,0.0,1.3799999952316284,N/A
1661977520957375971,0.0,1.3799999952316284,N/A
1661977520991913230,0.0,1.3899999856948853,N/A
1661977521024118405,0.0,1.3899999856948853,N/A
1661977521042127708,0.0,1.3899999856948853,N/A
1661977521092640819,0.0,1.3899999856948853,N/A
1661977521134221362,0.0,1.3899999856948853,N/A
1661977521142440972,0.0,1.3899999856948853,N/A
1661977521171032916,0.0,1.3899999856948853,N/A
1661977521172585387,0.0,1.3899999856948853,N/A
1661977521193130887,0.0,1.3899999856948853,N/A
1661977521243033267,0.0,1.3899999856948853,N/A
1661977521291388124,0.0,1.3899999856948853,N/A
1661977521293425569,0.0,1.3899999856948853,N/A
1661977521318066751,0.0,1.3899999856948853,N/A
1661977521324849298,0.0,1.3899999856948853,N/A
1661977521335652229,0.0,1.3899999856948853,N/A
1661977521344244257,0.0,1.3899999856948853,N/A
1661977521393672072,0.0,1.3899999856948853,N/A
1661977521444087363,0.0,1.3899999856948853,N/A
1661977521494070251,0.0,1.3799999952316284,N/A
1661977521544057581,0.0,1.3799999952316284,N/A
1661977521594312785,0.0,1.3799999952316284,N/A
1661977521644549947,0.0,1.3799999952316284,N/A
1661977521663598688,0.0,1.3799999952316284,N/A
1661977521694944684,0.0,1.3799999952316284,N/A
1661977521719071666,0.0,1.3799999952316284,N/A
1661977521745368950,0.0,1.3799999952316284,N/A
1661977521754857386,0.0,1.3799999952316284,N/A
1661977521795540754,0.0,1.3799999952316284,N/A
1661977521845647710,0.0,1.3799999952316284,N/A
1661977521869623244,0.0,1.3799999952316284,N/A
1661977521895405150,0.0,1.3799999952316284,N/A
1661977521908790053,0.0,1.3799999952316284,N/A
1661977521945855589,0.0,1.3799999952316284,N/A
1661977521952162472,0.0,1.3799999952316284,N/A
1661977521960347237,0.0,1.3799999952316284,N/A
1661977521962532171,0.0,1.3799999952316284,N/A
1661977521995804420,0.0,1.3899999856948853,N/A
1661977522027482086,0.0,1.3899999856948853,N/A
1661977522046230780,0.0,1.3899999856948853,N/A
1661977522096644192,0.0,1.3899999856948853,N/A
1661977522138742139,0.0,1.3899999856948853,N/A
1661977522146769470,0.0,1.3899999856948853,N/A
1661977522174682756,0.0,1.3899999856948853,N/A
1661977522176484518,0.0,1.3899999856948853,N/A
1661977522196846889,0.0,1.3899999856948853,N/A
1661977522246776298,0.0,1.3899999856948853,N/A
1661977522295266009,0.0,1.2599999904632568,N/A
1661977522297130095,0.0,1.2599999904632568,N/A
1661977522321674819,0.0,1.2599999904632568,N/A
1661977522328699742,0.0,1.2599999904632568,N/A
1661977522339575110,0.0,1.2599999904632568,N/A
1661977522347350491,0.0,1.2599999904632568,N/A
1661977522397754563,0.0,1.2599999904632568,N/A
1661977522447669179,0.0,1.2599999904632568,N/A
1661977522497885645,0.0,0.41999998688697815,N/A
1661977522548414067,0.0,0.41999998688697815,N/A
1661977522598572847,0.0,0.41999998688697815,N/A
1661977522648928143,0.0,0.41999998688697815,N/A
1661977522667588215,0.0,0.41999998688697815,N/A
1661977522698581629,0.0,0.41999998688697815,N/A
1661977522722776341,0.0,0.41999998688697815,N/A
1661977522748828117,0.0,0.41999998688697815,N/A
1661977522758932402,0.0,0.41999998688697815,N/A
1661977522800403024,0.0,0.41999998688697815,N/A
1661977522849680326,0.0,0.41999998688697815,N/A
1661977522873934056,0.0,0.41999998688697815,N/A
1661977522899601404,0.0,0.41999998688697815,N/A
1661977522913005745,0.0,0.41999998688697815,N/A
1661977522949977961,0.0,0.41999998688697815,N/A
1661977522956545071,0.0,0.41999998688697815,N/A
1661977522964187436,0.0,0.41999998688697815,N/A
1661977522965695667,0.0,0.41999998688697815,N/A
1661977523000000587,0.0,0.41999998688697815,N/A
1661977523031356147,0.0,0.0,N/A
1661977523051945147,0.0,0.0,N/A
1661977523100498802,0.0,0.0,N/A
1661977523143046681,0.0,0.0,N/A
1661977523150897782,0.0,0.0,N/A
1661977523178849194,0.0,0.0,N/A
1661977523180512896,0.0,0.0,N/A
1661977523200757718,0.0,0.0,N/A
1661977523250984797,0.0,0.0,N/A
1661977523299764728,0.0,54.599998474121094,N/A
1661977523301657281,0.0,54.599998474121094,N/A
1661977523325242744,0.0,0.0,N/A
1661977523332758080,0.0,0.0,N/A
1661977523345215885,0.0,0.0,N/A
1661977523351694953,0.0,0.0,N/A
1661977523401915814,0.0,0.0,N/A
1661977523452237050,0.0,0.0,N/A
1661977523502128045,0.0,0.0,N/A
