time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2022/10/25/13:50:26.980123,112734,1666727426,978514671,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0513)",(),()
2022/10/25/13:50:27.007843,112735,1666727427,7089853,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0509)",(),()
2022/10/25/13:50:27.037142,112736,1666727427,35811185,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0506)",(),()
2022/10/25/13:50:27.068914,112737,1666727427,64854621,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0502)",(),()
2022/10/25/13:50:27.096159,112738,1666727427,94252586,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0498)",(),()
2022/10/25/13:50:27.122720,112739,1666727427,122027158,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0495)",(),()
2022/10/25/13:50:27.152447,112740,1666727427,150610208,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0491)",(),()
2022/10/25/13:50:27.180615,112741,1666727427,179234743,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0488)",(),()
2022/10/25/13:50:27.208945,112742,1666727427,208044767,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0484)",(),()
2022/10/25/13:50:27.237924,112743,1666727427,236538648,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.048)",(),()
2022/10/25/13:50:27.267979,112744,1666727427,265552997,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0477)",(),()
2022/10/25/13:50:27.295542,112745,1666727427,294447660,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0473)",(),()
2022/10/25/13:50:27.324497,112746,1666727427,322701215,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0469)",(),()
2022/10/25/13:50:27.353060,112747,1666727427,351330041,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0466)",(),()
2022/10/25/13:50:27.380696,112748,1666727427,379919052,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0463)",(),()
2022/10/25/13:50:27.409485,112749,1666727427,408561944,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.046)",(),()
2022/10/25/13:50:27.438607,112750,1666727427,437325477,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0457)",(),()
2022/10/25/13:50:27.466948,112751,1666727427,465922832,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0454)",(),()
2022/10/25/13:50:27.500944,112752,1666727427,494805574,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0451)",(),()
2022/10/25/13:50:27.525924,112753,1666727427,523718118,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0449)",(),()
2022/10/25/13:50:27.553443,112754,1666727427,551997423,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0447)",(),()
2022/10/25/13:50:27.582689,112755,1666727427,580605268,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0444)",(),()
2022/10/25/13:50:27.611098,112756,1666727427,609476804,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0443)",(),()
2022/10/25/13:50:27.640194,112757,1666727427,638198375,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0441)",(),()
2022/10/25/13:50:27.669758,112758,1666727427,667165279,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0439)",(),()
2022/10/25/13:50:27.696484,112759,1666727427,695436239,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0438)",(),()
2022/10/25/13:50:27.725350,112760,1666727427,723970413,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0436)",(),()
2022/10/25/13:50:27.753762,112761,1666727427,752656698,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0435)",(),()
2022/10/25/13:50:27.782252,112762,1666727427,781422376,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0434)",(),()
2022/10/25/13:50:27.810863,112763,1666727427,810166120,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0434)",(),()
2022/10/25/13:50:27.840043,112764,1666727427,838957309,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0433)",(),()
2022/10/25/13:50:27.869380,112765,1666727427,867302417,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:27.897485,112766,1666727427,896127939,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:27.926047,112767,1666727427,924748659,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:27.958876,112768,1666727427,957984685,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:27.987542,112769,1666727427,986253499,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.016989,112770,1666727428,15395641,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.065183,112771,1666727428,64234733,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.114590,112772,1666727428,113356590,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.163460,112773,1666727428,162625312,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.212585,112774,1666727428,211575984,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.267058,112775,1666727428,264867305,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.318025,112776,1666727428,314842224,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.365375,112777,1666727428,363441944,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.414544,112778,1666727428,412439823,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.463450,112779,1666727428,462512016,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.513092,112780,1666727428,510914087,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.560851,112781,1666727428,559821605,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.609722,112782,1666727428,608928442,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.659111,112783,1666727428,658228158,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.708546,112784,1666727428,707583189,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.762235,112785,1666727428,760581731,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.810546,112786,1666727428,809732913,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.860130,112787,1666727428,858935117,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.908925,112788,1666727428,907944679,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:28.958891,112789,1666727428,957174301,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:29.007815,112790,1666727429,6609678,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:29.056609,112791,1666727429,55597543,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:29.098466,112792,1666727429,96822261,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0519, 0.0432)",(),()
2022/10/25/13:50:29.207697,112793,1666727429,206918001,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0518, 0.0432)",(),()
2022/10/25/13:50:29.237490,112794,1666727429,235901355,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0518, 0.0432)",(),()
2022/10/25/13:50:29.268460,112795,1666727429,266108512,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0517, 0.0432)",(),()
2022/10/25/13:50:29.295224,112796,1666727429,293738842,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0517, 0.0432)",(),()
2022/10/25/13:50:29.323163,112797,1666727429,321926116,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0516, 0.0432)",(),()
2022/10/25/13:50:29.351598,112798,1666727429,350479364,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0515, 0.0432)",(),()
2022/10/25/13:50:29.380185,112799,1666727429,379012823,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0515, 0.0432)",(),()
2022/10/25/13:50:29.408970,112800,1666727429,407672405,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0514, 0.0432)",(),()
2022/10/25/13:50:29.437375,112801,1666727429,436316013,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0513, 0.0432)",(),()
2022/10/25/13:50:29.466391,112802,1666727429,465114355,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0512, 0.0432)",(),()
2022/10/25/13:50:29.496450,112803,1666727429,493683815,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0512, 0.0432)",(),()
2022/10/25/13:50:29.523267,112804,1666727429,522333145,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0511, 0.0432)",(),()
2022/10/25/13:50:29.552003,112805,1666727429,550984621,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.051, 0.0432)",(),()
2022/10/25/13:50:29.580944,112806,1666727429,579689741,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0509, 0.0432)",(),()
2022/10/25/13:50:29.617988,112807,1666727429,616680145,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0508, 0.0432)",(),()
2022/10/25/13:50:29.646353,112808,1666727429,645262956,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0508, 0.0432)",(),()
2022/10/25/13:50:29.675382,112809,1666727429,674075365,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0507, 0.0432)",(),()
2022/10/25/13:50:29.704465,112810,1666727429,702666997,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0506, 0.0432)",(),()
2022/10/25/13:50:29.732905,112811,1666727429,731260299,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0505, 0.0432)",(),()
2022/10/25/13:50:29.761798,112812,1666727429,759922027,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0505, 0.0432)",(),()
2022/10/25/13:50:29.789713,112813,1666727429,788686275,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0504, 0.0432)",(),()
2022/10/25/13:50:29.819623,112814,1666727429,817559242,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0503, 0.0432)",(),()
2022/10/25/13:50:29.847070,112815,1666727429,846081495,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0503, 0.0432)",(),()
2022/10/25/13:50:29.876334,112816,1666727429,874950408,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0502, 0.0432)",(),()
2022/10/25/13:50:29.904493,112817,1666727429,903417348,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0501, 0.0432)",(),()
2022/10/25/13:50:29.933798,112818,1666727429,931989908,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.05, 0.0432)",(),()
2022/10/25/13:50:29.962077,112819,1666727429,960650682,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.05, 0.0432)",(),()
2022/10/25/13:50:29.998763,112820,1666727429,997511148,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0499, 0.0432)",(),()
2022/10/25/13:50:30.027459,112821,1666727430,26161432,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0498, 0.0432)",(),()
2022/10/25/13:50:30.055668,112822,1666727430,54813623,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0497, 0.0432)",(),()
2022/10/25/13:50:30.084325,112823,1666727430,83473205,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0497, 0.0432)",(),()
2022/10/25/13:50:30.115240,112824,1666727430,112334489,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0496, 0.0432)",(),()
2022/10/25/13:50:30.143039,112825,1666727430,141998291,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0495, 0.0432)",(),()
2022/10/25/13:50:30.171510,112826,1666727430,169836044,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0494, 0.0432)",(),()
2022/10/25/13:50:30.200187,112827,1666727430,198350191,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0494, 0.0432)",(),()
2022/10/25/13:50:30.229338,112828,1666727430,226998567,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0493, 0.0432)",(),()
2022/10/25/13:50:30.257576,112829,1666727430,255614280,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0492, 0.0432)",(),()
2022/10/25/13:50:30.285628,112830,1666727430,284261703,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0491, 0.0432)",(),()
2022/10/25/13:50:30.315329,112831,1666727430,312935352,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0491, 0.0432)",(),()
2022/10/25/13:50:30.342810,112832,1666727430,341582536,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.049, 0.0432)",(),()
2022/10/25/13:50:30.372631,112833,1666727430,370459556,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0489, 0.0432)",(),()
2022/10/25/13:50:30.408879,112834,1666727430,407483100,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0488, 0.0432)",(),()
2022/10/25/13:50:30.436827,112835,1666727430,435942173,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0488, 0.0432)",(),()
2022/10/25/13:50:30.465636,112836,1666727430,464617490,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0487, 0.0432)",(),()
2022/10/25/13:50:30.496804,112837,1666727430,493532419,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0486, 0.0432)",(),()
2022/10/25/13:50:30.525988,112838,1666727430,523797750,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0485, 0.0432)",(),()
2022/10/25/13:50:30.552482,112839,1666727430,550925254,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0485, 0.0432)",(),()
2022/10/25/13:50:30.580998,112840,1666727430,579362869,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0484, 0.0432)",(),()
2022/10/25/13:50:30.608843,112841,1666727430,607883214,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0483, 0.0432)",(),()
2022/10/25/13:50:30.637747,112842,1666727430,636659622,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0483, 0.0432)",(),()
2022/10/25/13:50:30.666691,112843,1666727430,665326595,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0482, 0.0432)",(),()
2022/10/25/13:50:30.694745,112844,1666727430,693862915,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0481, 0.0432)",(),()
2022/10/25/13:50:30.723624,112845,1666727430,722634792,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.048, 0.0432)",(),()
2022/10/25/13:50:30.752206,112846,1666727430,751142978,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.048, 0.0432)",(),()
2022/10/25/13:50:30.788956,112847,1666727430,788130760,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0479, 0.0432)",(),()
2022/10/25/13:50:30.818637,112848,1666727430,816762685,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0478, 0.0432)",(),()
2022/10/25/13:50:30.847307,112849,1666727430,845451354,,"['joint_1', 'joint_2', 'joint_3']","(0.0521, -0.0477, 0.0432)",(),()
