rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,voltage,current,wfs
1666985301169494514,,1,,1666985301,168724060,'',0.20999999344348907,0.0,7.699999809265137
1666985301219404531,,2,,1666985301,218938827,'',0.20999999344348907,0.0,7.699999809265137
1666985301251589464,,3,,1666985301,250971078,'',0.20999999344348907,0.0,7.699999809265137
1666985301253698675,,4,,1666985301,253177881,'',0.20999999344348907,0.0,7.699999809265137
1666985301269014106,,5,,1666985301,268765687,'',0.20999999344348907,0.0,7.699999809265137
1666985301320085724,,6,,1666985301,319110155,'',0.20999999344348907,0.0,7.699999809265137
1666985301369846642,,7,,1666985301,369581222,'',0.20999999344348907,0.0,7.699999809265137
1666985301420151818,,8,,1666985301,419466257,'',0.20999999344348907,0.0,7.699999809265137
1666985301472800565,,9,,1666985301,470176219,'',0.20999999344348907,0.0,7.699999809265137
1666985301479167739,,10,,1666985301,477534532,'',0.20999999344348907,0.0,7.699999809265137
1666985301519783415,,11,,1666985301,519459009,'',0.20999999344348907,0.0,7.699999809265137
1666985301570882232,,12,,1666985301,570361137,'',0.20999999344348907,0.0,7.699999809265137
1666985301572120046,,13,,1666985301,571487188,'',0.20999999344348907,0.0,7.699999809265137
1666985301611323942,,14,,1666985301,610966444,'',0.20999999344348907,0.0,7.699999809265137
1666985301620649414,,15,,1666985301,620327472,'',0.20999999344348907,0.0,7.699999809265137
1666985301640760481,,16,,1666985301,640408039,'',0.20999999344348907,0.0,7.699999809265137
1666985301656012452,,17,,1666985301,655615568,'',0.20999999344348907,0.0,7.699999809265137
1666985301670691261,,18,,1666985301,670356988,'',0.20999999344348907,0.0,7.699999809265137
1666985301720645990,,19,,1666985301,720342636,'',0.20999999344348907,0.0,7.699999809265137
1666985301770832952,,20,,1666985301,770536899,'',0.20999999344348907,0.0,7.699999809265137
1666985301821320021,,21,,1666985301,820945978,'',0.20999999344348907,0.0,7.699999809265137
1666985301848471530,,22,,1666985301,848241090,'',0.20999999344348907,0.0,7.699999809265137
1666985301871313501,,23,,1666985301,870934009,'',0.20999999344348907,0.0,7.699999809265137
1666985301879602465,,24,,1666985301,879284381,'',0.20999999344348907,0.0,7.699999809265137
1666985301921808292,,25,,1666985301,921475648,'',0.20999999344348907,0.0,7.699999809265137
1666985301957682754,,26,,1666985301,956803560,'',0.20999999344348907,0.0,7.699999809265137
1666985301972029479,,27,,1666985301,971637725,'',0.20999999344348907,0.0,7.699999809265137
1666985302022209541,,28,,1666985302,21749973,'',0.20999999344348907,0.0,7.699999809265137
1666985302072542625,,29,,1666985302,72262048,'',0.20999999344348907,0.0,7.699999809265137
1666985302122392251,,30,,1666985302,121973276,'',0.20999999344348907,0.0,7.699999809265137
1666985302143952794,,31,,1666985302,143061161,'',0.20999999344348907,0.0,7.699999809265137
1666985302172445263,,32,,1666985302,172165393,'',0.20999999344348907,0.0,7.699999809265137
1666985302223073639,,33,,1666985302,222725868,'',0.20999999344348907,0.0,7.699999809265137
1666985302254940326,,34,,1666985302,254677772,'',0.20999999344348907,0.0,7.699999809265137
1666985302257657339,,35,,1666985302,257307529,'',0.20999999344348907,0.0,7.699999809265137
1666985302272922761,,36,,1666985302,272554159,'',0.20999999344348907,0.0,7.699999809265137
1666985302323079366,,37,,1666985302,322745323,'',0.20999999344348907,0.0,7.699999809265137
1666985302373417079,,38,,1666985302,372997999,'',0.20999999344348907,0.0,7.699999809265137
1666985302424959261,,39,,1666985302,424098253,'',0.20999999344348907,0.0,7.699999809265137
1666985302473585125,,40,,1666985302,473334550,'',0.20999999344348907,0.0,7.699999809265137
1666985302480663437,,41,,1666985302,480275869,'',0.20999999344348907,0.0,7.699999809265137
1666985302524189869,,42,,1666985302,523756027,'',0.20999999344348907,0.0,7.699999809265137
1666985302573927282,,43,,1666985302,573640584,'',0.20999999344348907,0.0,7.699999809265137
1666985302575106521,,44,,1666985302,574933290,'',0.20999999344348907,0.0,7.699999809265137
