seconds,nanosecs,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16
1666392518,504215068,23.704792022705078,25.65982437133789,24.682308197021484,24.682308197021484,30.547405242919922,23.704792022705078,22.727275848388672,25.65982437133789,22.727275848388672,23.704792022705078,20.77224349975586,22.727275848388672,20.77224349975586,25.65982437133789,24.682308197021484,20.77224349975586
1666392518,706215068,22.727275848388672,23.704792022705078,18.817211151123047,21.749759674072266,35.43498611450195,22.727275848388672,23.704792022705078,17.83969497680664,27.614856719970703,23.704792022705078,21.749759674072266,24.682308197021484,21.749759674072266,25.65982437133789,20.77224349975586,21.749759674072266
1666392518,904057647,21.749759674072266,23.704792022705078,23.704792022705078,20.77224349975586,32.502437591552734,22.727275848388672,24.682308197021484,21.749759674072266,23.704792022705078,23.704792022705078,16.862178802490234,25.65982437133789,21.749759674072266,24.682308197021484,18.817211151123047,21.749759674072266
1666392519,103057647,23.704792022705078,18.817211151123047,25.65982437133789,19.794727325439453,36.41250228881836,23.704792022705078,18.817211151123047,27.614856719970703,23.704792022705078,26.637340545654297,20.77224349975586,26.637340545654297,24.682308197021484,23.704792022705078,24.682308197021484,18.817211151123047
1666392519,303057647,22.727275848388672,24.682308197021484,21.749759674072266,23.704792022705078,33.47995376586914,26.637340545654297,23.704792022705078,21.749759674072266,21.749759674072266,19.794727325439453,25.65982437133789,23.704792022705078,25.65982437133789,20.77224349975586,24.682308197021484,24.682308197021484
1666392519,502057647,20.77224349975586,22.727275848388672,26.637340545654297,24.682308197021484,33.47995376586914,22.727275848388672,25.65982437133789,19.794727325439453,22.727275848388672,21.749759674072266,24.682308197021484,24.682308197021484,23.704792022705078,22.727275848388672,22.727275848388672,25.65982437133789
1666392519,701057647,18.817211151123047,26.637340545654297,24.682308197021484,24.682308197021484,35.43498611450195,27.614856719970703,20.77224349975586,18.817211151123047,25.65982437133789,23.704792022705078,21.749759674072266,23.704792022705078,25.65982437133789,21.749759674072266,22.727275848388672,21.749759674072266
1666392519,901057647,26.637340545654297,21.749759674072266,25.65982437133789,24.682308197021484,33.47995376586914,21.749759674072266,29.569889068603516,23.704792022705078,21.749759674072266,22.727275848388672,21.749759674072266,21.749759674072266,22.727275848388672,23.704792022705078,17.83969497680664,27.614856719970703
1666392520,99057647,26.637340545654297,24.682308197021484,21.749759674072266,19.794727325439453,34.45746994018555,23.704792022705078,24.682308197021484,24.682308197021484,26.637340545654297,19.794727325439453,26.637340545654297,20.77224349975586,22.727275848388672,23.704792022705078,21.749759674072266,25.65982437133789
1666392520,299057647,26.637340545654297,23.704792022705078,18.817211151123047,22.727275848388672,31.524921417236328,21.749759674072266,27.614856719970703,18.817211151123047,23.704792022705078,23.704792022705078,23.704792022705078,29.569889068603516,22.727275848388672,22.727275848388672,15.884661674499512,24.682308197021484
1666392520,499057647,19.794727325439453,25.65982437133789,16.862178802490234,29.569889068603516,32.502437591552734,17.83969497680664,25.65982437133789,17.83969497680664,20.77224349975586,22.727275848388672,22.727275848388672,21.749759674072266,23.704792022705078,19.794727325439453,16.862178802490234,24.682308197021484
1666392520,697057647,17.83969497680664,21.749759674072266,20.77224349975586,25.65982437133789,34.45746994018555,21.749759674072266,27.614856719970703,19.794727325439453,27.614856719970703,20.77224349975586,21.749759674072266,24.682308197021484,18.817211151123047,21.749759674072266,20.77224349975586,32.502437591552734
1666392520,897057647,23.704792022705078,26.637340545654297,18.817211151123047,24.682308197021484,34.45746994018555,27.614856719970703,24.682308197021484,27.614856719970703,17.83969497680664,23.704792022705078,25.65982437133789,19.794727325439453,25.65982437133789,23.704792022705078,22.727275848388672,16.862178802490234
1666392521,97057647,23.704792022705078,25.65982437133789,14.907145500183105,26.637340545654297,35.43498611450195,27.614856719970703,22.727275848388672,21.749759674072266,23.704792022705078,23.704792022705078,27.614856719970703,21.749759674072266,23.704792022705078,23.704792022705078,21.749759674072266,25.65982437133789
1666392521,299057647,26.637340545654297,23.704792022705078,20.77224349975586,23.704792022705078,34.45746994018555,21.749759674072266,26.637340545654297,15.884661674499512,20.77224349975586,23.704792022705078,24.682308197021484,17.83969497680664,23.704792022705078,18.817211151123047,16.862178802490234,26.637340545654297
1666392521,498867729,29.569889068603516,21.749759674072266,21.749759674072266,24.682308197021484,35.43498611450195,26.637340545654297,25.65982437133789,25.65982437133789,15.884661674499512,26.637340545654297,22.727275848388672,16.862178802490234,16.862178802490234,19.794727325439453,28.59237289428711,22.727275848388672
1666392521,697867729,25.65982437133789,22.727275848388672,21.749759674072266,25.65982437133789,36.41250228881836,25.65982437133789,24.682308197021484,26.637340545654297,22.727275848388672,23.704792022705078,21.749759674072266,17.83969497680664,25.65982437133789,24.682308197021484,21.749759674072266,19.794727325439453
1666392521,897867729,27.614856719970703,22.727275848388672,23.704792022705078,26.637340545654297,36.41250228881836,26.637340545654297,24.682308197021484,20.77224349975586,18.817211151123047,28.59237289428711,18.817211151123047,21.749759674072266,23.704792022705078,32.502437591552734,15.884661674499512,24.682308197021484
1666392522,96867729,29.569889068603516,22.727275848388672,24.682308197021484,25.65982437133789,33.47995376586914,26.637340545654297,23.704792022705078,21.749759674072266,20.77224349975586,23.704792022705078,22.727275848388672,22.727275848388672,25.65982437133789,27.614856719970703,17.83969497680664,22.727275848388672
1666392522,295867729,23.704792022705078,27.614856719970703,21.749759674072266,18.817211151123047,34.45746994018555,23.704792022705078,21.749759674072266,23.704792022705078,22.727275848388672,20.77224349975586,22.727275848388672,22.727275848388672,25.65982437133789,23.704792022705078,16.862178802490234,25.65982437133789
1666392522,495867729,21.749759674072266,23.704792022705078,24.682308197021484,22.727275848388672,32.502437591552734,23.704792022705078,26.637340545654297,21.749759674072266,25.65982437133789,25.65982437133789,23.704792022705078,20.77224349975586,22.727275848388672,23.704792022705078,23.704792022705078,23.704792022705078
1666392522,693867729,17.83969497680664,25.65982437133789,20.77224349975586,20.77224349975586,38.367557525634766,20.77224349975586,27.614856719970703,23.704792022705078,27.614856719970703,25.65982437133789,23.704792022705078,27.614856719970703,20.77224349975586,21.749759674072266,17.83969497680664,23.704792022705078
1666392522,893867729,23.704792022705078,21.749759674072266,21.749759674072266,28.59237289428711,35.43498611450195,25.65982437133789,18.817211151123047,20.77224349975586,23.704792022705078,27.614856719970703,22.727275848388672,17.83969497680664,29.569889068603516,24.682308197021484,24.682308197021484,25.65982437133789
