rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,data,data
1666980456318931486,,1,,1666980456,313883642,'',,21.077713012695312
1666980456519198494,,2,,1666980456,511883642,'',,23.521509170532227
1666980456715802786,,3,,1666980456,711883642,'',,21.199905395507812
1666980456920684049,,4,,1666980456,913883642,'',,21.994140625
1666980457117240425,,5,,1666980457,113334592,'',,22.055233001708984
1666980457318053755,,6,,1666980457,313334592,'',,22.788372039794922
1666980457518897865,,7,,1666980457,513334592,'',,22.788368225097656
1666980457714997727,,8,,1666980457,711334592,'',,22.177419662475586
1666980457915707663,,9,,1666980457,911334592,'',,23.460412979125977
1666980458116526677,,10,,1666980458,110334592,'',,20.527862548828125
1666980458313378024,,11,,1666980458,309334592,'',,20.650054931640625
1666980458513855278,,12,,1666980458,509334592,'',,21.81085205078125
1666980458714571662,,13,,1666980458,708334592,'',,22.666179656982422
1666980458911230417,,14,,1666980458,907334592,'',,20.650053024291992
1666980459112033280,,15,,1666980459,106334592,'',,21.505380630493164
1666980459312588767,,16,,1666980459,306334592,'',,22.482894897460938
1666980459513474856,,17,,1666980459,507334592,'',,21.199907302856445
1666980459713968034,,18,,1666980459,707423313,'',,21.322097778320312
1666980459910915954,,19,,1666980459,907423313,'',,19.183778762817383
1666980460111349271,,20,,1666980460,106423313,'',,20.772241592407227
1666980460312138104,,21,,1666980460,305423313,'',,21.81085205078125
1666980460508691185,,22,,1666980460,505423313,'',,22.60508918762207
1666980460709548025,,23,,1666980460,703423313,'',,21.994138717651367
1666980460910007318,,24,,1666980460,903423313,'',,20.650054931640625
1666980461107010617,,25,,1666980461,103423313,'',,23.277128219604492
1666980461307422866,,26,,1666980461,301423313,'',,22.299610137939453
1666980461506380123,,27,,1666980461,501423313,'',,23.154939651489258
1666980461704787125,,28,,1666980461,700423313,'',,22.605085372924805
1666980461905394886,,29,,1666980461,899423313,'',,21.261001586914062
1666980462106115337,,30,,1666980462,101423313,'',,20.46677017211914
1666980462306863450,,31,,1666980462,301335033,'',,21.444286346435547
1666980462507488507,,32,,1666980462,501335033,'',,21.93304443359375
1666980462704060108,,33,,1666980462,699335033,'',,22.23851776123047
1666980462905015322,,34,,1666980462,899335033,'',,23.216033935546875
1666980463101739267,,35,,1666980463,99335033,'',,22.42180061340332
1666980463302234018,,36,,1666980463,297335033,'',,22.78837013244629
1666980463502897305,,37,,1666980463,497335033,'',,22.36071014404297
1666980463699612712,,38,,1666980463,697335033,'',,22.360708236694336
1666980463900432385,,39,,1666980463,895335033,'',,20.52786636352539
1666980464100973618,,40,,1666980464,95335033,'',,21.505380630493164
1666980464297716930,,41,,1666980464,294335033,'',,20.100200653076172
1666980464498232342,,42,,1666980464,493335033,'',,20.46677017211914
1666980464698985911,,43,,1666980464,695335033,'',,22.421802520751953
1666980464899727816,,44,,1666980464,894301589,'',,21.749757766723633
1666980465100363735,,45,,1666980465,93301589,'',,21.261003494262695
1666980465297333278,,46,,1666980465,292301589,'',,21.322097778320312
1666980465497682897,,47,,1666980465,492301589,'',,54.313297271728516
1666980465698359317,,48,,1666980465,691301589,'',,20.100200653076172
1666980465895122510,,49,,1666980465,890301589,'',,20.894432067871094
1666980466095711006,,50,,1666980466,90301589,'',,28.836759567260742
1666980466296533988,,51,,1666980466,289301589,'',,34.33528137207031
1666980466493034838,,52,,1666980466,488301589,'',,22.05523109436035
1666980466693731606,,53,,1666980466,688301589,'',,30.79178810119629
1666980466894869401,,54,,1666980466,887301589,'',,22.1163272857666
1666980467091076246,,55,,1666980467,86301589,'',,22.05523109436035
1666980467295868884,,56,,1666980467,288301589,'',,25.598730087280273
1666980467492550828,,57,,1666980467,488518651,'',,21.566469192504883
1666980467693114509,,58,,1666980467,688518651,'',,19.916912078857422
1666980467893924862,,59,,1666980467,888518651,'',,22.48288917541504
