time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.data.data
2022/10/21/16:48:47.297151,45,1666392527,291608936,,24.254642486572266
2022/10/21/16:48:47.493802,46,1666392527,491608936,,23.46041488647461
2022/10/21/16:48:47.694422,47,1666392527,689608936,,24.437925338745117
2022/10/21/16:48:47.895142,48,1666392527,889608936,,24.2546443939209
2022/10/21/16:48:48.091690,49,1666392528,89608936,,24.071359634399414
2022/10/21/16:48:48.292331,50,1666392528,287608936,,24.2546443939209
2022/10/21/16:48:48.493707,51,1666392528,487608936,,24.315738677978516
2022/10/21/16:48:48.689765,52,1666392528,686608936,,24.6212158203125
2022/10/21/16:48:48.890689,53,1666392528,885608936,,23.94917106628418
2022/10/21/16:48:49.091348,54,1666392529,87608936,,23.521507263183594
2022/10/21/16:48:49.291899,55,1666392529,286464628,,24.682310104370117
2022/10/21/16:48:49.492706,56,1666392529,485464628,,23.643699645996094
2022/10/21/16:48:49.689332,57,1666392529,684464628,,23.582603454589844
2022/10/21/16:48:49.889907,58,1666392529,884464628,,24.071361541748047
2022/10/21/16:48:50.090773,59,1666392530,83464628,,24.315738677978516
2022/10/21/16:48:50.287332,60,1666392530,282464628,,23.277130126953125
2022/10/21/16:48:50.488068,61,1666392530,482464628,,24.193552017211914
2022/10/21/16:48:50.688705,62,1666392530,681464628,,23.216033935546875
2022/10/21/16:48:50.885262,63,1666392530,880464628,,23.765888214111328
2022/10/21/16:48:51.085926,64,1666392531,80464628,,24.13245391845703
2022/10/21/16:48:51.286661,65,1666392531,278464628,,23.582605361938477
2022/10/21/16:48:51.483308,66,1666392531,478464628,,23.64369773864746
2022/10/21/16:48:51.684080,67,1666392531,680464628,,24.25464630126953
2022/10/21/16:48:51.884691,68,1666392531,880032714,,24.1324520111084
2022/10/21/16:48:52.085501,69,1666392532,79032714,,23.704792022705078
2022/10/21/16:48:52.286559,70,1666392532,278032714,,23.643693923950195
2022/10/21/16:48:52.482740,71,1666392532,478032714,,24.43792724609375
2022/10/21/16:48:52.683555,72,1666392532,677032714,,24.560115814208984
2022/10/21/16:48:52.880153,73,1666392532,876032714,,24.437929153442383
2022/10/21/16:48:53.080950,74,1666392533,76032714,,23.521509170532227
2022/10/21/16:48:53.281441,75,1666392533,275032714,,23.949172973632812
2022/10/21/16:48:53.478798,76,1666392533,474032714,,23.704792022705078
2022/10/21/16:48:53.678910,77,1666392533,674032714,,23.643695831298828
2022/10/21/16:48:53.879518,78,1666392533,872032714,,23.949169158935547
2022/10/21/16:48:54.076174,79,1666392534,72032714,,23.154935836791992
2022/10/21/16:48:54.280986,80,1666392534,274032714,,24.13245391845703
2022/10/21/16:48:54.477584,81,1666392534,473598655,,25.048877716064453
2022/10/21/16:48:54.678147,82,1666392534,673598655,,24.19355010986328
2022/10/21/16:48:54.881014,83,1666392534,872598655,,23.64369773864746
2022/10/21/16:48:55.075536,84,1666392535,71598655,,24.682310104370117
2022/10/21/16:48:55.276829,85,1666392535,271598655,,24.804500579833984
2022/10/21/16:48:55.476902,86,1666392535,470598655,,24.437929153442383
2022/10/21/16:48:55.673592,87,1666392535,669598655,,24.560117721557617
2022/10/21/16:48:55.874336,88,1666392535,868598655,,24.437929153442383
2022/10/21/16:48:56.075030,89,1666392536,68598655,,23.704790115356445
2022/10/21/16:48:56.271702,90,1666392536,267598655,,24.132457733154297
2022/10/21/16:48:56.472281,91,1666392536,466598655,,23.826982498168945
2022/10/21/16:48:56.672893,92,1666392536,666598655,,23.399316787719727
2022/10/21/16:48:56.873805,93,1666392536,867598655,,23.949169158935547
2022/10/21/16:48:57.075625,94,1666392537,69955596,,24.437931060791016
2022/10/21/16:48:57.271011,95,1666392537,269955596,,24.071359634399414
2022/10/21/16:48:57.471825,96,1666392537,467955596,,23.643693923950195
2022/10/21/16:48:57.672467,97,1666392537,667955596,,24.315738677978516
2022/10/21/16:48:57.869121,98,1666392537,867955596,,24.132457733154297
2022/10/21/16:48:58.069826,99,1666392538,65955596,,23.460416793823242
2022/10/21/16:48:58.270476,100,1666392538,265955596,,23.94917106628418
2022/10/21/16:48:58.467050,101,1666392538,464955596,,23.88807487487793
2022/10/21/16:48:58.667958,102,1666392538,663955596,,24.1324520111084
2022/10/21/16:48:58.868501,103,1666392538,863955596,,23.33822250366211
2022/10/21/16:48:59.065289,104,1666392539,62955596,,23.94917106628418
2022/10/21/16:48:59.266192,105,1666392539,262955596,,24.6212158203125
2022/10/21/16:48:59.466468,106,1666392539,463955596,,25.109973907470703
2022/10/21/16:48:59.667412,107,1666392539,663025627,,24.560117721557617
2022/10/21/16:48:59.867989,108,1666392539,863025627,,24.31574249267578
2022/10/21/16:49:00.064470,109,1666392540,61025627,,23.46040916442871
2022/10/21/16:49:00.265428,110,1666392540,261025627,,24.132457733154297
2022/10/21/16:49:00.465967,111,1666392540,460025627,,24.80449676513672
2022/10/21/16:49:00.662635,112,1666392540,659025627,,23.09384536743164
2022/10/21/16:49:00.863335,113,1666392540,859025627,,23.64369773864746
2022/10/21/16:49:01.064125,114,1666392541,58025627,,23.09384536743164
2022/10/21/16:49:01.260772,115,1666392541,257025627,,23.704792022705078
2022/10/21/16:49:01.461528,116,1666392541,457025627,,23.09384536743164
2022/10/21/16:49:01.661994,117,1666392541,656025627,,23.399314880371094
2022/10/21/16:49:01.858620,118,1666392541,855025627,,24.13245391845703
2022/10/21/16:49:02.063911,119,1666392542,57025627,,23.704790115356445
2022/10/21/16:49:02.260116,120,1666392542,257143268,,23.58260154724121
2022/10/21/16:49:02.460613,121,1666392542,456143268,,23.216035842895508
2022/10/21/16:49:02.661914,122,1666392542,655143268,,24.98778533935547
2022/10/21/16:49:02.858121,123,1666392542,855143268,,24.193552017211914
2022/10/21/16:49:03.058807,124,1666392543,53143268,,24.071361541748047
2022/10/21/16:49:03.259512,125,1666392543,253143268,,24.13245391845703
2022/10/21/16:49:03.456204,126,1666392543,453143268,,23.826980590820312
2022/10/21/16:49:03.656839,127,1666392543,651143268,,23.33822250366211
2022/10/21/16:49:03.853393,128,1666392543,851143268,,23.643701553344727
2022/10/21/16:49:04.054839,129,1666392544,50143268,,23.03274917602539
2022/10/21/16:49:04.254702,130,1666392544,249143268,,23.888076782226562
2022/10/21/16:49:04.451591,131,1666392544,449143268,,23.338224411010742
2022/10/21/16:49:04.656316,132,1666392544,651143268,,23.52150535583496
2022/10/21/16:49:04.856902,133,1666392544,849912652,,24.2546443939209
2022/10/21/16:49:05.053652,134,1666392545,48912652,,23.338224411010742
2022/10/21/16:49:05.254285,135,1666392545,248912652,,23.460411071777344
2022/10/21/16:49:05.450998,136,1666392545,448912652,,24.376834869384766
2022/10/21/16:49:05.651658,137,1666392545,646912652,,24.437929153442383
2022/10/21/16:49:05.852762,138,1666392545,846912652,,23.27712631225586
2022/10/21/16:49:06.048875,139,1666392546,45912652,,23.58260154724121
2022/10/21/16:49:06.249604,140,1666392546,244912652,,23.58260154724121
2022/10/21/16:49:06.450420,141,1666392546,444912652,,23.94917106628418
2022/10/21/16:49:06.647089,142,1666392546,643912652,,23.582603454589844
2022/10/21/16:49:06.847905,143,1666392546,842912652,,23.765888214111328
2022/10/21/16:49:07.048632,144,1666392547,42912652,,23.521509170532227
2022/10/21/16:49:07.249181,145,1666392547,244912652,,24.56011962890625
2022/10/21/16:49:07.449808,146,1666392547,445232877,,24.010265350341797
2022/10/21/16:49:07.648984,147,1666392547,644232877,,23.826982498168945
2022/10/21/16:49:07.847733,148,1666392547,844232877,,23.64369773864746
2022/10/21/16:49:08.047780,149,1666392548,43232877,,23.33822250366211
2022/10/21/16:49:08.244597,150,1666392548,242232877,,23.521509170532227
2022/10/21/16:49:08.445192,151,1666392548,442232877,,22.910560607910156
2022/10/21/16:49:08.645805,152,1666392548,640232877,,23.33822250366211
2022/10/21/16:49:08.842486,153,1666392548,840232877,,24.25464630126953
2022/10/21/16:49:09.043128,154,1666392549,40232877,,23.949169158935547
2022/10/21/16:49:09.243869,155,1666392549,238232877,,25.41544532775879
2022/10/21/16:49:09.440457,156,1666392549,438232877,,23.338224411010742
2022/10/21/16:49:09.641433,157,1666392549,638232877,,23.765888214111328
2022/10/21/16:49:09.841891,158,1666392549,839232877,,24.193546295166016
2022/10/21/16:49:10.042584,159,1666392550,38271436,,23.39931869506836
2022/10/21/16:49:10.243143,160,1666392550,237271436,,23.94917106628418
2022/10/21/16:49:10.440149,161,1666392550,436271436,,24.6212158203125
2022/10/21/16:49:10.640800,162,1666392550,636271436,,24.437929153442383
2022/10/21/16:49:10.841290,163,1666392550,835271436,,24.4990234375
2022/10/21/16:49:11.037951,164,1666392551,34271436,,23.521509170532227
2022/10/21/16:49:11.239393,165,1666392551,233271436,,23.093843460083008
2022/10/21/16:49:11.439385,166,1666392551,433271436,,24.98778533935547
2022/10/21/16:49:11.635864,167,1666392551,632271436,,22.971656799316406
2022/10/21/16:49:11.836616,168,1666392551,831271436,,23.521507263183594
2022/10/21/16:49:12.037349,169,1666392552,31271436,,24.071359634399414
2022/10/21/16:49:12.234001,170,1666392552,229271436,,24.13245391845703
2022/10/21/16:49:12.438914,171,1666392552,432271436,,24.010265350341797
2022/10/21/16:49:12.635406,172,1666392552,632371196,,25.598731994628906
2022/10/21/16:49:12.836238,173,1666392552,831371196,,24.4990234375
2022/10/21/16:49:13.037288,174,1666392553,30371196,,24.01026725769043
2022/10/21/16:49:13.233488,175,1666392553,229371196,,23.64369773864746
2022/10/21/16:49:13.434278,176,1666392553,429371196,,24.86559295654297
2022/10/21/16:49:13.634756,177,1666392553,628371196,,25.415447235107422
2022/10/21/16:49:13.832018,178,1666392553,827371196,,24.4990234375
2022/10/21/16:49:14.032187,179,1666392554,27371196,,25.29325294494629
2022/10/21/16:49:14.233159,180,1666392554,226371196,,22.238513946533203
2022/10/21/16:49:14.429612,181,1666392554,425371196,,23.52150535583496
2022/10/21/16:49:14.630270,182,1666392554,625371196,,22.1163272857666
2022/10/21/16:49:14.826844,183,1666392554,823371196,,25.048877716064453
2022/10/21/16:49:15.031787,184,1666392555,26371196,,23.94917106628418
2022/10/21/16:49:15.232315,185,1666392555,225474605,,22.72727394104004
2022/10/21/16:49:15.429060,186,1666392555,423474605,,23.154937744140625
2022/10/21/16:49:15.630236,187,1666392555,623474605,,24.682308197021484
2022/10/21/16:49:15.826245,188,1666392555,822474605,,26.331867218017578
2022/10/21/16:49:16.026908,189,1666392556,21474605,,23.33822250366211
2022/10/21/16:49:16.227535,190,1666392556,221474605,,23.216032028198242
2022/10/21/16:49:16.424148,191,1666392556,420474605,,23.949172973632812
2022/10/21/16:49:16.624810,192,1666392556,619474605,,23.39931869506836
2022/10/21/16:49:16.825551,193,1666392556,818474605,,21.566471099853516
2022/10/21/16:49:17.022457,194,1666392557,18474605,,24.86559295654297
2022/10/21/16:49:17.223190,195,1666392557,217474605,,23.52150535583496
2022/10/21/16:49:17.423707,196,1666392557,416474605,,21.994138717651367
2022/10/21/16:49:17.624369,197,1666392557,619474605,,23.94917106628418
2022/10/21/16:49:17.825176,198,1666392557,819786008,,24.682308197021484
2022/10/21/16:49:18.022077,199,1666392558,19786008,,24.926687240600586
2022/10/21/16:49:18.222872,200,1666392558,219786008,,23.64369773864746
2022/10/21/16:49:18.423212,201,1666392558,417786008,,24.987783432006836
2022/10/21/16:49:18.619875,202,1666392558,617786008,,25.10997200012207
2022/10/21/16:49:18.820393,203,1666392558,816786008,,22.910560607910156
2022/10/21/16:49:19.021061,204,1666392559,15786008,,24.560117721557617
2022/10/21/16:49:19.217847,205,1666392559,215786008,,22.84946632385254
2022/10/21/16:49:19.418651,206,1666392559,414786008,,23.521509170532227
2022/10/21/16:49:19.619522,207,1666392559,613786008,,23.521509170532227
2022/10/21/16:49:19.815752,208,1666392559,813786008,,25.232160568237305
2022/10/21/16:49:20.016606,209,1666392560,12786008,,25.109973907470703
2022/10/21/16:49:20.217254,210,1666392560,214786008,,23.888076782226562
2022/10/21/16:49:20.417945,211,1666392560,412567075,,24.987783432006836
2022/10/21/16:49:20.618785,212,1666392560,612567075,,24.31574249267578
2022/10/21/16:49:20.815246,213,1666392560,812567075,,23.582599639892578
2022/10/21/16:49:21.016311,214,1666392561,10567075,,23.521509170532227
2022/10/21/16:49:21.216595,215,1666392561,210567075,,23.15494155883789
2022/10/21/16:49:21.413537,216,1666392561,409567075,,22.78837013244629
2022/10/21/16:49:21.614204,217,1666392561,608567075,,24.071359634399414
2022/10/21/16:49:21.814742,218,1666392561,808567075,,24.07136344909668
2022/10/21/16:49:22.011325,219,1666392562,7567075,,24.560117721557617
2022/10/21/16:49:22.212032,220,1666392562,206567075,,23.826982498168945
2022/10/21/16:49:22.412687,221,1666392562,405567075,,27.675952911376953
2022/10/21/16:49:22.609383,222,1666392562,605567075,,20.16128921508789
2022/10/21/16:49:22.814081,223,1666392562,806567075,,8.492179870605469
2022/10/21/16:49:23.013443,224,1666392563,6744798,,25.59872817993164
2022/10/21/16:49:23.211558,225,1666392563,206744798,,33.17448806762695
2022/10/21/16:49:23.412206,226,1666392563,404744798,,4.032257080078125
2022/10/21/16:49:23.608933,227,1666392563,604744798,,12.34115219116211
2022/10/21/16:49:23.809585,228,1666392563,804744798,,19.916912078857422
2022/10/21/16:49:24.010307,229,1666392564,2744798,,6.170574188232422
2022/10/21/16:49:24.206912,230,1666392564,202744798,,14.601659774780273
2022/10/21/16:49:24.407539,231,1666392564,401744798,,17.47311782836914
2022/10/21/16:49:24.604179,232,1666392564,600744798,,20.03910255432129
2022/10/21/16:49:24.804800,233,1666392564,800744798,,20.22238540649414
2022/10/21/16:49:25.007711,234,1666392564,999744798,,6.353860855102539
2022/10/21/16:49:25.202215,235,1666392565,198744798,,20.711145401000977
2022/10/21/16:49:25.407394,236,1666392565,400744798,,21.19990348815918
2022/10/21/16:49:25.603603,237,1666392565,600508222,,11.974584579467773
2022/10/21/16:49:25.804189,238,1666392565,799508222,,12.707723617553711
2022/10/21/16:49:26.005133,239,1666392565,998508222,,7.636853218078613
2022/10/21/16:49:26.201502,240,1666392566,198508222,,21.44428253173828
2022/10/21/16:49:26.402291,241,1666392566,396508222,,22.605083465576172
2022/10/21/16:49:26.603022,242,1666392566,596508222,,10.202834129333496
2022/10/21/16:49:26.799694,243,1666392566,796508222,,21.383188247680664
2022/10/21/16:49:27.000484,244,1666392566,994508222,,18.93939208984375
2022/10/21/16:49:27.201000,245,1666392567,194508222,,25.415443420410156
2022/10/21/16:49:27.397564,246,1666392567,393508222,,23.88807487487793
2022/10/21/16:49:27.598971,247,1666392567,593508222,,27.798141479492188
2022/10/21/16:49:27.799124,248,1666392567,792508222,,10.6915922164917
2022/10/21/16:49:27.999926,249,1666392567,994508222,,13.379765510559082
2022/10/21/16:49:28.207423,250,1666392568,196012506,,14.846041679382324
2022/10/21/16:49:28.397360,251,1666392568,394012506,,12.463340759277344
2022/10/21/16:49:28.597960,252,1666392568,594012506,,13.501958847045898
2022/10/21/16:49:28.798756,253,1666392568,793012506,,13.868520736694336
2022/10/21/16:49:28.995216,254,1666392568,992012506,,18.63391876220703
2022/10/21/16:49:29.196550,255,1666392569,191012506,,16.4955997467041
2022/10/21/16:49:29.397127,256,1666392569,391012506,,21.5053768157959
2022/10/21/16:49:29.593262,257,1666392569,590012506,,9.042030334472656
2022/10/21/16:49:29.793857,258,1666392569,789012506,,22.97165298461914
2022/10/21/16:49:29.995898,259,1666392569,989012506,,24.560115814208984
2022/10/21/16:49:30.191354,260,1666392570,187012506,,15.029324531555176
2022/10/21/16:49:30.391990,261,1666392570,387012506,,14.173996925354004
2022/10/21/16:49:30.592788,262,1666392570,589012506,,22.727272033691406
2022/10/21/16:49:30.793715,263,1666392570,787817415,,18.389541625976562
2022/10/21/16:49:30.994378,264,1666392570,987817415,,17.28983497619629
2022/10/21/16:49:31.190714,265,1666392571,186817415,,21.322092056274414
2022/10/21/16:49:31.391344,266,1666392571,385817415,,22.788368225097656
2022/10/21/16:49:31.587946,267,1666392571,584817415,,32.13587951660156
2022/10/21/16:49:31.788750,268,1666392571,784817415,,24.254648208618164
2022/10/21/16:49:31.989234,269,1666392571,983817415,,22.421798706054688
2022/10/21/16:49:32.186403,270,1666392572,182817415,,22.605085372924805
2022/10/21/16:49:32.386658,271,1666392572,382817415,,21.81085205078125
2022/10/21/16:49:32.587427,272,1666392572,580817415,,19.3670597076416
2022/10/21/16:49:32.784027,273,1666392572,780817415,,24.376832962036133
2022/10/21/16:49:32.984574,274,1666392572,980817415,,25.048873901367188
2022/10/21/16:49:33.186014,275,1666392573,181817415,,26.69843864440918
2022/10/21/16:49:33.386099,276,1666392573,381771574,,27.492671966552734
2022/10/21/16:49:33.586802,277,1666392573,580771574,,38.48973846435547
2022/10/21/16:49:33.783613,278,1666392573,779771574,,42.338706970214844
2022/10/21/16:49:33.984069,279,1666392573,978771574,,39.039588928222656
2022/10/21/16:49:34.184682,280,1666392574,178771574,,38.97849655151367
2022/10/21/16:49:34.381668,281,1666392574,378771574,,40.628047943115234
2022/10/21/16:49:34.582246,282,1666392574,576771574,,44.41593551635742
2022/10/21/16:49:34.782955,283,1666392574,776771574,,34.27419662475586
2022/10/21/16:49:34.979432,284,1666392574,975771574,,39.406158447265625
2022/10/21/16:49:35.180149,285,1666392575,174771574,,40.01710891723633
2022/10/21/16:49:35.380945,286,1666392575,374771574,,42.033233642578125
2022/10/21/16:49:35.577566,287,1666392575,573771574,,37.69550704956055
2022/10/21/16:49:35.778290,288,1666392575,775771574,,38.91740417480469
2022/10/21/16:49:35.979487,289,1666392575,974187788,,46.248775482177734
2022/10/21/16:49:36.179650,290,1666392576,174187788,,47.95942687988281
2022/10/21/16:49:36.380242,291,1666392576,373187788,,43.13294982910156
2022/10/21/16:49:36.576949,292,1666392576,572187788,,45.02688217163086
2022/10/21/16:49:36.777885,293,1666392576,772187788,,45.33235549926758
2022/10/21/16:49:36.974424,294,1666392576,970187788,,48.26490783691406
2022/10/21/16:49:37.174967,295,1666392577,170187788,,47.715057373046875
2022/10/21/16:49:37.379632,296,1666392577,370187788,,48.26490783691406
2022/10/21/16:49:37.572305,297,1666392577,568187788,,48.936954498291016
2022/10/21/16:49:37.773066,298,1666392577,768187788,,47.470672607421875
2022/10/21/16:49:37.974259,299,1666392577,967187788,,48.93695068359375
2022/10/21/16:49:38.170355,300,1666392578,166187788,,49.3646125793457
2022/10/21/16:49:38.375051,301,1666392578,368187788,,51.68622589111328
2022/10/21/16:49:38.571893,302,1666392578,567719635,,60.60606384277344
2022/10/21/16:49:38.772372,303,1666392578,766719635,,54.43549346923828
2022/10/21/16:49:38.973190,304,1666392578,965719635,,49.42571258544922
2022/10/21/16:49:39.169719,305,1666392579,165719635,,53.82454299926758
2022/10/21/16:49:39.370845,306,1666392579,364719635,,52.72482681274414
2022/10/21/16:49:39.571276,307,1666392579,563719635,,58.22336959838867
2022/10/21/16:49:39.767827,308,1666392579,763719635,,51.99168395996094
2022/10/21/16:49:39.968482,309,1666392579,961719635,,53.82453536987305
2022/10/21/16:49:40.169282,310,1666392580,161719635,,53.15249252319336
2022/10/21/16:49:40.365881,311,1666392580,361719635,,52.35825729370117
2022/10/21/16:49:40.566696,312,1666392580,559719635,,55.53519821166992
2022/10/21/16:49:40.767082,313,1666392580,759719635,,54.496578216552734
2022/10/21/16:49:40.968572,314,1666392580,961719635,,54.55767822265625
2022/10/21/16:49:41.168767,315,1666392581,165314994,,63.660804748535156
2022/10/21/16:49:41.365196,316,1666392581,364314994,,55.22970962524414
2022/10/21/16:49:41.565975,317,1666392581,563314994,,58.956504821777344
2022/10/21/16:49:41.766807,318,1666392581,763314994,,55.04643249511719
2022/10/21/16:49:41.963349,319,1666392581,961314994,,62.133426666259766
2022/10/21/16:49:42.163965,320,1666392582,161314994,,62.50000762939453
2022/10/21/16:49:42.364592,321,1666392582,361314994,,63.84408950805664
2022/10/21/16:49:42.561752,322,1666392582,559314994,,73.61927032470703
2022/10/21/16:49:42.761983,323,1666392582,759314994,,65.738037109375
2022/10/21/16:49:42.963489,324,1666392582,958314994,,67.99853515625
2022/10/21/16:49:43.159402,325,1666392583,157314994,,66.16567993164062
2022/10/21/16:49:43.359887,326,1666392583,357314994,,76.61290740966797
2022/10/21/16:49:43.561174,327,1666392583,559314994,,67.57086944580078
2022/10/21/16:49:43.761391,328,1666392583,756936082,,65.61582946777344
2022/10/21/16:49:43.962263,329,1666392583,955936082,,72.6417465209961
2022/10/21/16:49:44.158720,330,1666392584,155936082,,78.93451690673828
2022/10/21/16:49:44.359406,331,1666392584,354936082,,63.905174255371094
2022/10/21/16:49:44.556220,332,1666392584,553936082,,71.90861511230469
2022/10/21/16:49:44.756831,333,1666392584,753936082,,74.96334838867188
2022/10/21/16:49:44.957597,334,1666392584,951936082,,74.04691314697266
2022/10/21/16:49:45.153973,335,1666392585,151936082,,69.03714752197266
2022/10/21/16:49:45.354827,336,1666392585,351936082,,67.26539611816406
2022/10/21/16:49:45.555985,337,1666392585,549936082,,62.74436950683594
2022/10/21/16:49:45.752395,338,1666392585,749936082,,79.85093688964844
2022/10/21/16:49:45.952733,339,1666392585,948936082,,69.4037094116211
2022/10/21/16:49:46.153474,340,1666392586,150936082,,64.57721710205078
2022/10/21/16:49:46.354266,341,1666392586,350515613,,77.28494262695312
2022/10/21/16:49:46.554907,342,1666392586,549515613,,76.73509216308594
2022/10/21/16:49:46.751566,343,1666392586,748515613,,79.60655212402344
2022/10/21/16:49:46.952422,344,1666392586,947515613,,78.44575500488281
2022/10/21/16:49:47.153049,345,1666392587,147515613,,79.48435974121094
2022/10/21/16:49:47.349653,346,1666392587,345515613,,72.03079223632812
2022/10/21/16:49:47.550238,347,1666392587,545515613,,73.31377410888672
2022/10/21/16:49:47.751235,348,1666392587,745515613,,68.4872817993164
2022/10/21/16:49:47.947731,349,1666392587,943515613,,60.97263717651367
2022/10/21/16:49:48.148329,350,1666392588,143515613,,67.57087707519531
2022/10/21/16:49:48.349014,351,1666392588,342515613,,67.50977325439453
2022/10/21/16:49:48.545843,352,1666392588,541515613,,67.38758087158203
2022/10/21/16:49:48.751570,353,1666392588,743515613,,83.69990539550781
2022/10/21/16:49:48.947079,354,1666392588,943373378,,83.33334350585938
2022/10/21/16:49:49.148048,355,1666392589,143373378,,71.78641510009766
2022/10/21/16:49:49.348484,356,1666392589,341373378,,85.71603393554688
2022/10/21/16:49:49.546077,357,1666392589,541373378,,75.20772552490234
2022/10/21/16:49:49.746724,358,1666392589,740373378,,90.4814224243164
2022/10/21/16:49:49.946543,359,1666392589,939373378,,89.8704833984375
2022/10/21/16:49:50.143145,360,1666392590,139373378,,87.42668914794922
2022/10/21/16:49:50.344661,361,1666392590,338373378,,80.1563949584961
2022/10/21/16:49:50.540369,362,1666392590,537373378,,74.16910552978516
2022/10/21/16:49:50.741130,363,1666392590,736373378,,106.54934692382812
2022/10/21/16:49:50.941878,364,1666392590,936373378,,91.70332336425781
2022/10/21/16:49:51.138431,365,1666392591,135373378,,101.11192321777344
2022/10/21/16:49:51.343433,366,1666392591,337373378,,100.31771087646484
2022/10/21/16:49:51.540034,367,1666392591,537057409,,100.25659942626953
2022/10/21/16:49:51.740516,368,1666392591,735057409,,95.06354522705078
2022/10/21/16:49:51.941583,369,1666392591,935057409,,100.01222229003906
2022/10/21/16:49:52.138149,370,1666392592,135057409,,99.1568832397461
2022/10/21/16:49:52.338720,371,1666392592,333057409,,90.29814147949219
2022/10/21/16:49:52.539338,372,1666392592,533057409,,98.72921752929688
2022/10/21/16:49:52.735897,373,1666392592,732057409,,102.57820129394531
2022/10/21/16:49:52.937182,374,1666392592,931057409,,102.94476318359375
2022/10/21/16:49:53.137455,375,1666392593,130057409,,104.04447174072266
2022/10/21/16:49:53.334003,376,1666392593,330057409,,102.51712036132812
2022/10/21/16:49:53.534658,377,1666392593,529057409,,105.81623840332031
2022/10/21/16:49:53.735315,378,1666392593,728057409,,109.6041030883789
2022/10/21/16:49:53.936126,379,1666392593,930057409,,98.85142517089844
2022/10/21/16:49:54.136760,380,1666392594,131273206,,110.58162689208984
2022/10/21/16:49:54.333537,381,1666392594,331273206,,112.23118591308594
2022/10/21/16:49:54.534180,382,1666392594,531273206,,96.52982330322266
2022/10/21/16:49:54.734837,383,1666392594,729273206,,109.42082214355469
2022/10/21/16:49:54.931967,384,1666392594,929273206,,110.0928726196289
2022/10/21/16:49:55.132230,385,1666392595,128273206,,110.39835357666016
2022/10/21/16:49:55.332821,386,1666392595,327273206,,110.70381164550781
