time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.data.data
2022/10/21/16:49:33.795487,278,1666392573,785771574,,203.56793212890625
2022/10/21/16:49:33.992406,279,1666392573,983771574,,181.08506774902344
2022/10/21/16:49:34.193018,280,1666392574,183771574,,163.48973083496094
2022/10/21/16:49:34.393590,281,1666392574,382771574,,167.39979553222656
2022/10/21/16:49:34.590416,282,1666392574,581771574,,159.5796661376953
2022/10/21/16:49:34.790968,283,1666392574,781771574,,163.48973083496094
2022/10/21/16:49:34.991627,284,1666392574,980771574,,192.8152618408203
2022/10/21/16:49:35.188229,285,1666392575,179771574,,197.7028350830078
2022/10/21/16:49:35.388979,286,1666392575,378771574,,213.3430938720703
2022/10/21/16:49:35.585686,287,1666392575,578771574,,237.7810516357422
2022/10/21/16:49:35.790689,288,1666392575,779771574,,246.57870483398438
2022/10/21/16:49:35.991441,289,1666392575,979187788,,274.9266662597656
2022/10/21/16:49:36.188004,290,1666392576,179187788,,292.5220031738281
2022/10/21/16:49:36.388330,291,1666392576,377187788,,288.6119384765625
2022/10/21/16:49:36.585938,292,1666392576,577187788,,302.29718017578125
2022/10/21/16:49:36.785779,293,1666392576,776187788,,302.29718017578125
2022/10/21/16:49:36.986550,294,1666392576,975187788,,326.735107421875
2022/10/21/16:49:37.183108,295,1666392577,175187788,,327.712646484375
2022/10/21/16:49:37.384907,296,1666392577,374187788,,327.712646484375
2022/10/21/16:49:37.584476,297,1666392577,573187788,,349.2179870605469
2022/10/21/16:49:37.781264,298,1666392577,773187788,,363.8807373046875
2022/10/21/16:49:37.982298,299,1666392577,972187788,,360.94818115234375
2022/10/21/16:49:38.182602,300,1666392578,171187788,,378.54351806640625
2022/10/21/16:49:38.383295,301,1666392578,373187788,,363.8807373046875
2022/10/21/16:49:38.584056,302,1666392578,572719635,,382.4535827636719
2022/10/21/16:49:38.780759,303,1666392578,770719635,,346.28546142578125
2022/10/21/16:49:38.981335,304,1666392578,970719635,,395.16131591796875
2022/10/21/16:49:39.182181,305,1666392579,170719635,,380.4985656738281
2022/10/21/16:49:39.379321,306,1666392579,369719635,,387.3411865234375
2022/10/21/16:49:39.579473,307,1666392579,568719635,,379.52105712890625
2022/10/21/16:49:39.780454,308,1666392579,767719635,,406.8915100097656
