rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,data,data
1666985301351730129,,441,,1666985301,347586420,'',,27.18719482421875
1666985301552916371,,442,,1666985301,545586420,'',,26.82062530517578
1666985301749135966,,443,,1666985301,745586420,'',,26.759532928466797
1666985301954413540,,444,,1666985301,947586420,'',,27.43157386779785
1666985302154687891,,445,,1666985302,147585639,'',,26.27077293395996
1666985302351600557,,446,,1666985302,347585639,'',,27.614858627319336
1666985302551818425,,447,,1666985302,546585639,'',,27.18719482421875
1666985302748422271,,448,,1666985302,745585639,'',,27.309385299682617
1666985302949165626,,449,,1666985302,944585639,'',,28.10361671447754
1666985303149812484,,450,,1666985303,144585639,'',,26.27077293395996
1666985303346378939,,451,,1666985303,343585639,'',,26.454055786132812
1666985303547190325,,452,,1666985303,542585639,'',,26.63734245300293
1666985303748141897,,453,,1666985303,742585639,'',,25.354351043701172
1666985303944395101,,454,,1666985303,940585639,'',,25.53763198852539
1666985304145141797,,455,,1666985304,140585639,'',,26.20967674255371
1666985304345900345,,456,,1666985304,340585639,'',,25.96529769897461
1666985304546620969,,457,,1666985304,542585639,'',,26.94281768798828
1666985304747301884,,458,,1666985304,742825040,'',,26.57624626159668
1666985304944091751,,459,,1666985304,941825040,'',,27.003910064697266
1666985305144652508,,460,,1666985305,141825040,'',,28.042518615722656
1666985305345411552,,461,,1666985305,340825040,'',,26.82062339782715
1666985305541911414,,462,,1666985305,539825040,'',,27.065006256103516
1666985305743421773,,463,,1666985305,739825040,'',,28.164709091186523
1666985305943393234,,464,,1666985305,937825040,'',,25.843109130859375
1666985306140204576,,465,,1666985306,137825040,'',,25.720922470092773
1666985306340877599,,466,,1666985306,337825040,'',,27.309385299682617
1666985306541618374,,467,,1666985306,535825040,'',,25.476537704467773
1666985306738149213,,468,,1666985306,735825040,'',,25.476539611816406
1666985306938686961,,469,,1666985306,934825040,'',,27.370479583740234
1666985307139651478,,470,,1666985307,136825040,'',,26.759532928466797
1666985307340239863,,471,,1666985307,335702190,'',,26.08749008178711
1666985307540978902,,472,,1666985307,534702190,'',,25.537635803222656
1666985307737506377,,473,,1666985307,733702190,'',,27.675952911376953
1666985307938250902,,474,,1666985307,932702190,'',,25.598731994628906
1666985308138849986,,475,,1666985308,132702190,'',,27.30938148498535
1666985308335397792,,476,,1666985308,331702190,'',,26.759532928466797
1666985308536648920,,477,,1666985308,530702190,'',,26.82062530517578
1666985308737108970,,478,,1666985308,730702190,'',,27.248289108276367
1666985308933692234,,479,,1666985308,928702190,'',,27.492666244506836
1666985309134286814,,480,,1666985309,128702190,'',,24.86559295654297
1666985309330891194,,481,,1666985309,328702190,'',,25.476539611816406
1666985309532103239,,482,,1666985309,526702190,'',,26.57624626159668
1666985309732414844,,483,,1666985309,729702190,'',,27.003910064697266
1666985309933023086,,484,,1666985309,927730497,'',,26.759531021118164
1666985310133644031,,485,,1666985310,126730497,'',,25.293254852294922
1666985310330414367,,486,,1666985310,326730497,'',,26.576244354248047
1666985310531207500,,487,,1666985310,525730497,'',,26.515153884887695
1666985310732172397,,488,,1666985310,724730497,'',,26.087491989135742
1666985310928785973,,489,,1666985310,923730497,'',,24.743398666381836
1666985311129021105,,490,,1666985311,123730497,'',,15.945745468139648
1666985311329963204,,491,,1666985311,322730497,'',,16.739980697631836
1666985311526416276,,492,,1666985311,521730497,'',,23.460407257080078
1666985311727217968,,493,,1666985311,721730497,'',,28.47018051147461
1666985311927867060,,494,,1666985311,919730497,'',,35.80156326293945
1666985312124420897,,495,,1666985312,119730497,'',,23.765888214111328
1666985312329354321,,496,,1666985312,321730497,'',,19.672531127929688
1666985312526307559,,497,,1666985312,521788534,'',,22.299610137939453
1666985312726712797,,498,,1666985312,720788534,'',,26.94281578063965
1666985312928580245,,499,,1666985312,919788534,'',,25.537635803222656
1666985313124458874,,500,,1666985313,119788534,'',,27.065000534057617
1666985313324517038,,501,,1666985313,318788534,'',,28.714567184448242
1666985313525812573,,502,,1666985313,517788534,'',,19.978008270263672
1666985313721820407,,503,,1666985313,717788534,'',,26.148578643798828
1666985313922653682,,504,,1666985313,915788534,'',,22.421798706054688
1666985314123807171,,505,,1666985314,115788534,'',,38.795204162597656
1666985314319946346,,506,,1666985314,314788534,'',,21.260997772216797
1666985314520492365,,507,,1666985314,513788534,'',,23.888072967529297
1666985314717240194,,508,,1666985314,713788534,'',,26.942813873291016
1666985314922019928,,509,,1666985314,915788534,'',,19.06158447265625
1666985315118598170,,510,,1666985315,115605363,'',,24.98778533935547
1666985315320815611,,511,,1666985315,314605363,'',,27.98142433166504
1666985315520014527,,512,,1666985315,514605363,'',,34.152008056640625
1666985315716821587,,513,,1666985315,713605363,'',,24.865591049194336
1666985315917427347,,514,,1666985315,912605363,'',,33.479957580566406
1666985316118003945,,515,,1666985316,112605363,'',,26.087486267089844
1666985316314528248,,516,,1666985316,310605363,'',,25.904205322265625
1666985316515577070,,517,,1666985316,510605363,'',,23.704792022705078
1666985316716031932,,518,,1666985316,710605363,'',,26.515146255493164
1666985316914162759,,519,,1666985316,908605363,'',,22.299612045288086
1666985317113251550,,520,,1666985317,108605363,'',,20.588953018188477
1666985317314099390,,521,,1666985317,307605363,'',,23.032747268676758
1666985317514992845,,522,,1666985317,509605363,'',,22.36070442199707
1666985317715605001,,523,,1666985317,709990915,'',,20.40566635131836
1666985317913960115,,524,,1666985317,909990915,'',,15.029328346252441
1666985318112896113,,525,,1666985318,108990915,'',,23.826984405517578
1666985318316502097,,526,,1666985318,307990915,'',,21.38318634033203
1666985318510216733,,527,,1666985318,507990915,'',,14.601663589477539
1666985318710965620,,528,,1666985318,705990915,'',,21.077713012695312
1666985318911624900,,529,,1666985318,905990915,'',,18.206256866455078
1666985319108315208,,530,,1666985319,104990915,'',,18.81720542907715
1666985319310108680,,531,,1666985319,304990915,'',,22.78836441040039
1666985319505468905,,532,,1666985319,503990915,'',,18.206256866455078
1666985319706663366,,533,,1666985319,702990915,'',,24.499021530151367
1666985319906925672,,534,,1666985319,902990915,'',,25.96529769897461
1666985320107547652,,535,,1666985320,103990915,'',,26.270771026611328
1666985320308957354,,536,,1666985320,303785333,'',,24.92668914794922
1666985320504875694,,537,,1666985320,503785333,'',,26.331867218017578
1666985320705679382,,538,,1666985320,701785333,'',,32.0136833190918
1666985320906383444,,539,,1666985320,901785333,'',,32.380252838134766
1666985321104117895,,540,,1666985321,100785333,'',,34.39638137817383
1666985321304862647,,541,,1666985321,299785333,'',,34.64076232910156
1666985321504467936,,542,,1666985321,499785333,'',,39.772727966308594
1666985321701001298,,543,,1666985321,698785333,'',,45.14907455444336
1666985321902435413,,544,,1666985321,897785333,'',,40.32258224487305
1666985322102366200,,545,,1666985322,96785333,'',,38.123165130615234
1666985322299068611,,546,,1666985322,296785333,'',,39.28396987915039
1666985322499954517,,547,,1666985322,494785333,'',,45.14906692504883
1666985322700472003,,548,,1666985322,697785333,'',,35.496089935302734
1666985322901353509,,549,,1666985322,896682271,'',,40.50586700439453
1666985323101828113,,550,,1666985323,94682271,'',,44.17155838012695
1666985323298520826,,551,,1666985323,294682271,'',,45.39344787597656
1666985323499197877,,552,,1666985323,493682271,'',,46.248779296875
1666985323699832005,,553,,1666985323,692682271,'',,47.77614212036133
1666985323896514208,,554,,1666985323,892682271,'',,49.609004974365234
1666985324097212476,,555,,1666985324,91682271,'',,48.93695068359375
1666985324293954764,,556,,1666985324,290682271,'',,48.5092887878418
1666985324494561390,,557,,1666985324,489682271,'',,40.383670806884766
1666985324695260931,,558,,1666985324,689682271,'',,50.46432113647461
1666985324891825849,,559,,1666985324,888682271,'',,44.965782165527344
1666985325093495953,,560,,1666985325,87682271,'',,53.091400146484375
1666985325293603794,,561,,1666985325,289682271,'',,47.71506118774414
1666985325494128433,,562,,1666985325,488744195,'',,51.625125885009766
1666985325694613050,,563,,1666985325,688744195,'',,46.554256439208984
1666985325891311239,,564,,1666985325,888744195,'',,43.19403076171875
1666985326092007675,,565,,1666985326,87744195,'',,53.51905822753906
1666985326292649503,,566,,1666985326,286744195,'',,41.97214126586914
1666985326490080644,,567,,1666985326,485744195,'',,59.44526290893555
1666985326690157334,,568,,1666985326,685744195,'',,39.406158447265625
1666985326891026550,,569,,1666985326,884744195,'',,61.88905334472656
1666985327087416831,,570,,1666985327,83744195,'',,47.77614212036133
1666985327288091375,,571,,1666985327,283744195,'',,44.11045455932617
1666985327491028343,,572,,1666985327,481744195,'',,48.936954498291016
1666985327685346659,,573,,1666985327,681744195,'',,62.37779998779297
1666985327890281959,,574,,1666985327,883744195,'',,45.69892501831055
1666985328086740311,,575,,1666985328,82667764,'',,69.52590942382812
1666985328287485591,,576,,1666985328,282667764,'',,55.22971725463867
